wave,deposit,table,verdict,instrument,wording_source,evidence,rights,rights_sha256,old_agrees,old_disagree_reason,effort,slice,retry,redo_note
1,10.3758/s13428-024-02480-7,idcr_martinez_2023_vocab,UNREACHABLE,Martinez 2024 cognitive battery: vocab,,"OSF 5qxkh item-level files have numeric item headers only, no stimuli; README says only non-proprietary tasks have videos (related project 5njbs). The BRM paper (Springer, bronze OA) returned a bot ""Client Challenge"" page for both HTML and PDF; no PMC copy.",n/a,,na,,high,4,,
1,https://www.cis.es/es/estudios/actitudes-hacia-la-cooperacion-internacional-ii-?cuestionario=17131&muestra=23645&pregunta=571719&variable=741089&charttype=bar,spain_2016_cooperation_awareness,OBTAINABLE,CIS Estudio 3130 Actitudes hacia la cooperación internacional (II),"https://www.cis.es/documents/20117/1556286/cues3130pdf.pdf/beab9e1d-4a91-1f82-3ee7-154fd3509032 P.10, P.12, P.17","CIS questionnaire PDF cues3130 reached (7 pp.); question wording present, numbering matches do-file variables.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales... La reutilización autorizada incluye... la copia, difusión, modificación, adaptación..."" conditions: cite CIS, ""Está prohibido desnaturalizar el sentido de la información"" (integrity condition, not a reservation; modification expressly allowed) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis; own items (CIS questionnaire, no upstream)",2b4236d60a2495fbaf576fc1b335f2ccaa71016fd24fe7bee5f6cbe3ba6e6ef3,na,,low,4,,
1,https://www.cis.es/es/estudios/actitudes-hacia-la-cooperacion-internacional-ii-?cuestionario=17131&muestra=23645&pregunta=571719&variable=741089&charttype=bar,spain_2016_cooperation_duty,OBTAINABLE,CIS Estudio 3130 Actitudes hacia la cooperación internacional (II),"https://www.cis.es/documents/20117/1556286/cues3130pdf.pdf/beab9e1d-4a91-1f82-3ee7-154fd3509032 P.5, P.13","CIS questionnaire PDF cues3130 reached (7 pp.); question wording present, numbering matches do-file variables.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales... La reutilización autorizada incluye... la copia, difusión, modificación, adaptación..."" conditions: cite CIS, ""Está prohibido desnaturalizar el sentido de la información"" (integrity condition, not a reservation; modification expressly allowed) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis; own items (CIS questionnaire, no upstream)",2b4236d60a2495fbaf576fc1b335f2ccaa71016fd24fe7bee5f6cbe3ba6e6ef3,na,,low,4,,
1,https://www.cis.es/es/estudios/actitudes-hacia-la-cooperacion-internacional-ii-?cuestionario=17131&muestra=23645&pregunta=571719&variable=741089&charttype=bar,spain_2016_cooperation_funding,OBTAINABLE,CIS Estudio 3130 Actitudes hacia la cooperación internacional (II),https://www.cis.es/documents/20117/1556286/cues3130pdf.pdf/beab9e1d-4a91-1f82-3ee7-154fd3509032 P.20 (2 sub-items),"CIS questionnaire PDF cues3130 reached (7 pp.); question wording present, numbering matches do-file variables.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales... La reutilización autorizada incluye... la copia, difusión, modificación, adaptación..."" conditions: cite CIS, ""Está prohibido desnaturalizar el sentido de la información"" (integrity condition, not a reservation; modification expressly allowed) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis; own items (CIS questionnaire, no upstream)",2b4236d60a2495fbaf576fc1b335f2ccaa71016fd24fe7bee5f6cbe3ba6e6ef3,na,,low,4,,
1,https://www.cis.es/es/estudios/actitudes-hacia-la-cooperacion-internacional-ii-?cuestionario=17131&muestra=23645&pregunta=571719&variable=741089&charttype=bar,spain_2016_cooperation_interest,OBTAINABLE,CIS Estudio 3130 Actitudes hacia la cooperación internacional (II),"https://www.cis.es/documents/20117/1556286/cues3130pdf.pdf/beab9e1d-4a91-1f82-3ee7-154fd3509032 P.1, P.2 (8 sub-items)","CIS questionnaire PDF cues3130 reached (7 pp.); question wording present, numbering matches do-file variables.","quote:""Las presentes condiciones generales permiten la reutilización de los documentos sometidos a ellas para fines comerciales y no comerciales... La reutilización autorizada incluye... la copia, difusión, modificación, adaptación..."" conditions: cite CIS, ""Está prohibido desnaturalizar el sentido de la información"" (integrity condition, not a reservation; modification expressly allowed) https://www.cis.es/es/condiciones-reutilizaci%C3%B3n-datos-del-cis; own items (CIS questionnaire, no upstream)",2b4236d60a2495fbaf576fc1b335f2ccaa71016fd24fe7bee5f6cbe3ba6e6ef3,na,,low,4,,
1,10.7910/dvn/mxyemc,baquerotomas_2026_ders,RIGHTS_BLOCK,"Difficulties in Emotion Regulation Scale, Spanish 28-item adaptation (Hervás & Jódar 2008)",,"Deposit has codes only (DERS_1..28). The 28-item Spanish DERS originates in Hervás & Jódar 2008 (Clínica y Salud 19(2)), whose items are in its Anexo 1; that journal is CC BY-NC 3.0.","quote:""Todo el contenido de esta revista, excepto dónde está identificado, está bajo una Licencia Creative Commons"" (link: creativecommons.org/licenses/by-nc/3.0) https://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-52742008000200001 (upstream: Spanish wording originated in this CC BY-NC article; original Gratz & Roemer 2004)",b9f54f5f7b62312207d22878bfd1c8ce2d2aad7ca13c39f97e2ebba47c3ac138,na,,medium,4,,
1,10.7910/dvn/mxyemc,baquerotomas_2026_emas,NEEDS_HUMAN,"Endler Multidimensional Anxiety Scales (EMAS), 12 items",,"Deposit codes only (EMAS_1..12), no paper/codebook. EMAS is published by Western Psychological Services; WPS rights page (wpspublish.com/copyrights-permissions) returned CloudFront 403. Question: confirm the WPS clause (search snippet: no reproduction without prior written permission) and record the block.",n/a (distributor page unfetchable),,na,,high,4,,
1,10.7910/dvn/mxyemc,baquerotomas_2026_gad7,OBTAINABLE,"GAD-7 (Spitzer et al.), Spanish (Spain) translation",https://www.phqscreeners.com (Spanish-Spain GAD-7 translation; standard item order 1-7),Deposit has codes GAD7_1..7 only; the instrument's own published form in Spanish is distributed by the PHQ screeners site per the register row. Exact translation used by the study not confirmed.,"register:PHQ and GAD screener family (PHQ-2/9, GAD-2/7) ship",,na,,medium,4,,
1,10.7910/dvn/mxyemc,baquerotomas_2026_neoffi,RIGHTS_BLOCK,"NEO Five-Factor Inventory (PAR), 9 unidentified items",,Deposit codes NEOFFI_1..9 only; which 9 of 60 items is unknown. NEO-FFI is PAR-owned.,"quote:""Tests, test protocols, test items, normative data, score reports, and other related materials are copyrighted and may not be reproduced in whole or in part without written permission from PAR."" https://www.parinc.com/about/connect-with-us/licensing-team",55537a321d546d7a0398843489de0b1e857923dffe88b33f348b037a99541049,na,,high,4,,
1,10.7910/dvn/mxyemc,baquerotomas_2026_phq9,OBTAINABLE,"PHQ-9 (Kroenke, Spitzer & Williams), Spanish (Spain) translation",https://www.phqscreeners.com (Spanish-Spain PHQ-9 translation; standard item order 1-9),Deposit codes PHQ9_1..9 only; wording from the instrument's own published Spanish form. Exact translation used not confirmed.,"register:PHQ and GAD screener family (PHQ-2/9, GAD-2/7) ship",,na,,medium,4,,
1,10.7910/dvn/mxyemc,baquerotomas_2026_pil,NEEDS_HUMAN,"Purpose in Life test (Crumbaugh & Maholick), 20 items, Spanish",,"Deposit codes PIL_1..20 only. PIL is published by Psychometric Affiliates (no online terms found); Spanish versions appear in journal articles not checked here. Question: treat Psychometric Affiliates' commercial publication with no stated terms as silence, or hold pending a terms check?","silence? (checked: distributor Psychometric Affiliates, no terms page found; Spanish adaptation paper not opened)",,na,,high,4,,
1,10.7910/dvn/mxyemc,baquerotomas_2026_spsi,NEEDS_HUMAN,"Social Problem-Solving Inventory-Revised short form (SPSI-R:S), 25 items, Spanish",,Deposit codes SPSI_1..25 only. SPSI-R is sold by MHS (also Pearson); MHS test-disclosure page fetched but no reproduction clause located in it. Question: confirm the MHS/Pearson reproduction clause and record the block?,n/a (distributor MHS; clause not quoted),,na,,high,4,,
1,10.6084/m9.figshare.31427369,chowdhury2026_ai_intentions,NOT_PUBLISHED,"Responsible AI-Use Intentions (study-own, 4 items)",,"figshare CODEBOOK.md: ""item text not included in raw export header""; restricted CSV header also shows only INT01-04; no paper found.",n/a,,yes,,high,4,,
1,10.6084/m9.figshare.31427369,chowdhury2026_ai_literacy,NOT_PUBLISHED,"Teacher AI Literacy scale (study-own, 12 items)",,CODEBOOK.md and all three CSV headers carry only AIL01-12; manuscript (ETR&D) not found.,n/a,,yes,,high,4,,
1,10.6084/m9.figshare.31427369,chowdhury2026_ai_vignette,NEEDS_HUMAN,"Vignette decision-quality items (study-own, 4 scenarios)",,"The four scenario stems are the column headers of data_restricted_detail_not_for_public_release.csv (publicly downloadable on figshare), e.g. ""You ask an AI tool to generate a short explanation of a science concept...""; answer options absent. Question: may item text be taken from a file its authors label not for public release?",silence (own items),,no,Scenario text exists in the deposit's restricted-detail CSV header,medium,4,,
1,10.6084/m9.figshare.32044005,wolters2026_css,UNREACHABLE,"Cyberchondria Severity Scale, 15-item German short form",,"figshare API reached; workbook headers are CSS_15_1..15 only; no paper for the study found (Crossref/OpenAlex). German CSS-15 wording would come from its validation paper, not opened here (Springer).",n/a,,yes,,medium,4,,
1,10.6084/m9.figshare.32044005,wolters2026_symptom_concerns,NOT_PUBLISHED,"Symptom concerns (study-own, 4 items x 2 waves)",,Workbook headers Symptom_concerns_1..4_t0/t1 only; no description or paper located.,n/a,,yes,,high,4,,
1,10.1371/journal.pone.0230103,chanal_2020_ecole,NOT_PUBLISHED,"Chanal et al. SDT motivation questionnaire (items from French AMS/EME, A-SRQ, BREQ, EMS, SMS), 33 administered items",,"S1 Dataset headers are bare codes (e.g. Maths1..Maths33). Paper Table 4 gives English renderings of 29 items with no code mapping; 4 items and the French wording are missing. Further look: Chanal et al. 2019 Psychol Sport Exerc (Elsevier, ref 21) may list the items.",n/a,,yes,,high,4,,
1,10.1371/journal.pone.0230103,chanal_2020_educphy,NOT_PUBLISHED,"Chanal et al. SDT motivation questionnaire (items from French AMS/EME, A-SRQ, BREQ, EMS, SMS), 33 administered items",,"S1 Dataset headers are bare codes (e.g. Maths1..Maths33). Paper Table 4 gives English renderings of 29 items with no code mapping; 4 items and the French wording are missing. Further look: Chanal et al. 2019 Psychol Sport Exerc (Elsevier, ref 21) may list the items.",n/a,,yes,,high,4,,
1,10.1371/journal.pone.0230103,chanal_2020_maths,NOT_PUBLISHED,"Chanal et al. SDT motivation questionnaire (items from French AMS/EME, A-SRQ, BREQ, EMS, SMS), 33 administered items",,"S1 Dataset headers are bare codes (e.g. Maths1..Maths33). Paper Table 4 gives English renderings of 29 items with no code mapping; 4 items and the French wording are missing. Further look: Chanal et al. 2019 Psychol Sport Exerc (Elsevier, ref 21) may list the items.",n/a,,yes,,high,4,,
1,https://osf.io/yuwqx/files/osfstorage,sandoval-Lentisco-impostor-scale-2020,RIGHTS_BLOCK,Mixed: Spanish Clance Impostor Phenomenon Scale (20) + BDI-II (21) + BFNE (12) + RSES (10) + Rotter I-E (23),,"OSF yuwqx has ""Spanish CIPS.pdf"" with the S-CIPS wording and a clause reserving reproduction; data headers are codes. BDI-II is also Pearson-owned.","quote:""Copyright 1985 por Pauline Rose Clance, Ph.D., ABPP. Impreso con permiso. No reproducir sin el permiso de Pauline Rose Clance"" https://osf.io/download/35bf9/",46321ab8b4d0169e8785c300b535cb0362da316b768f0f21cb09d70fc3ba01be,na,,medium,4,,
1,10.7910/dvn/t5taqa,mental_health_wang_2024_gad,OBTAINABLE,GAD-7,"https://dataverse.harvard.edu/api/access/datafile/11680608 (COVID_mental_health_survey_data.xlsx, text column headers ""1. Feeling nervous..."" / ""1. Little interest or pleasure..."")",The deposit workbook carries English PHQ-9 and GAD-7 item text as column headers alongside the coded PHQ9.1-9 / GAD7.1-7 columns; counts match.,"register:PHQ and GAD screener family (PHQ-2/9, GAD-2/7) ship",,na,,low,4,,
1,10.7910/dvn/t5taqa,mental_health_wang_2024_phq,OBTAINABLE,PHQ-9,"https://dataverse.harvard.edu/api/access/datafile/11680608 (COVID_mental_health_survey_data.xlsx, text column headers ""1. Feeling nervous..."" / ""1. Little interest or pleasure..."")",The deposit workbook carries English PHQ-9 and GAD-7 item text as column headers alongside the coded PHQ9.1-9 / GAD7.1-7 columns; counts match.,"register:PHQ and GAD screener family (PHQ-2/9, GAD-2/7) ship",,na,,low,4,,
1,10.6084/m9.figshare.32519529,cognitive_children_2026,OBTAINABLE,"Study-specific structured observation instrument (attention, memory, language, logical thinking)","https://ndownloader.figshare.com/files/65116518 (DATA_MATRIX_ANONYMIZED.xlsx, Pre-/Post-Intervention sheets, header row 3)","Figshare CC BY 4.0 deposit; data sheets carry 18 worded item labels under 4 domain headers (e.g. 'Maintains attention during riddles'), matching n_items=18 (description says 20; file has 18).",silence (own items; checked: figshare record and file cite no source instrument; no distributor),,na,,low,5,,
1,10.1371/journal.pone.0274513,bukurov_2022_comq12,OBTAINABLE,"Chronic Otitis Media Questionnaire-12 (COMQ-12), Phillips, Yung & Haggard 2014","https://journals.plos.org/plosone/article/file?type=supplementary&id=10.1371/journal.pone.0274513.s005 (S5 Appendix SAV, variable labels Q1COMQ12_V1..Q12COMQ12_V1); full form also at https://cdn-links.lww.com/permalink/mao/b/mao_00_00_2021_07_05_phillips_on-21-108_sdc1.pdf",CC BY deposit SAV labels give all 12 English items verbatim (e.g. 'Q2: Having a smelly ear'); matches the originators' own form PDF. Paper itself only has abbreviated keywords (Table 2).,"silence (checked: distributor none found by search; originators' form PDF on LWW supplement carries no terms or copyright line; origin Phillips et al. 2014 Otol Neurotol subscription article, no instrument terms; translation papers report asking originators' permission as practice, no stated clause)",,no,Old audit stopped at the paper and a paywalled LWW page; the deposit's own SAV labels and the originators' open form PDF carry the wording.,low,5,,
