table,n_id,n_age,min_age,max_age,n_distinct,n_u18,n_a18,share_under_18,n_lt6,n_6_12,n_12_18,verdict,age range,child age,reason
florida_twins_par,1353,1353,9.237508556,20.39972621,942,1352,80,0.055866,0,517,1049,derived,Mixed,"Child (6-12y), Adolescent (12-18y)",
florida_twins_tech,608,608,9.642710472,20.39972621,294,528,80,0.131579,0,96,432,derived,Mixed,"Child (6-12y), Adolescent (12-18y)",
florida_twins_panas,1351,1351,9.237508556,20.39972621,942,1349,80,0.055983,0,516,1046,derived,Mixed,"Child (6-12y), Adolescent (12-18y)",
gao2025_attachment_avoidance,459,459,1.0,3.0,3,459,0,0.0,459,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
gao_2022_pss10,1087,1081,18.0,99.0,58,0,1081,0.0,0,0,0,derived,Adult (18+),,
gan_2015_rrs,71,71,66.0,94.0,23,0,71,0.0,0,0,0,derived,Elderly (minimum age >50),,
friedman_2018_risks_discrimination,3110,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
gan_2015_ucla_loneliness,71,71,66.0,94.0,23,0,71,0.0,0,0,0,derived,Elderly (minimum age >50),,
friedman_2018_risks_government,3110,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
forycka_2022_mbi_gss,1395,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
forrest_2021_psych_stress_proxy,913,913,5.0,17.0,13,913,0,0.0,10,357,546,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
Forthmann-2024-creative_quality,202,202,17.0,75.0,27,2,200,0.009901,0,0,2,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.990% (< 2%), so not Mixed"
forycka_2022_mswbi,1361,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
Forthmann-2024-cleverness_ratings,202,202,17.0,75.0,27,2,200,0.009901,0,0,2,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.990% (< 2%), so not Mixed"
gao_2022_emotional_resilience,1087,1081,18.0,99.0,58,0,1081,0.0,0,0,0,derived,Adult (18+),,
gao_2022_stress_response,1087,1081,18.0,99.0,58,0,1081,0.0,0,0,0,derived,Adult (18+),,
gao_2022_scsq,1087,1081,18.0,99.0,58,0,1081,0.0,0,0,0,derived,Adult (18+),,
forycka_2022_rs14,1075,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
frikha_2023_pe_ms,308,308,19.0,35.0,15,0,308,0.0,0,0,0,derived,Adult (18+),,
gan_2015_cesd,71,71,66.0,94.0,23,0,71,0.0,0,0,0,derived,Elderly (minimum age >50),,
gahps_korner_2021,1139,1134,18.0,75.0,48,0,1134,0.0,0,0,0,derived,Adult (18+),,
forrest_2021_psych_stress_child,1874,1874,8.0,17.0,10,1874,0,0.0,0,740,1134,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
forrest_2021_strength_child,1824,1824,8.0,17.0,10,1824,0,0.0,0,756,1068,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
franco_2024_unfolding,137,137,17.0,76.0,49,2,135,0.014599,0,0,2,derived,Adult (18+),,"both sides of 18 present but the smaller group is 1.460% (< 2%), so not Mixed"
frikha_2023_pe_acrs,308,308,19.0,35.0,15,0,308,0.0,0,0,0,derived,Adult (18+),,
forrest_2021_strength_proxy,917,916,5.0,17.0,13,916,0,0.0,12,346,558,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
gao2025_attachment_anxiety,459,459,1.0,3.0,3,459,0,0.0,459,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
fraijo_2022_mslq,347,347,17.0,29.0,13,17,330,0.048991,0,0,17,derived,Mixed,Adolescent (12-18y),
gerber_2022_selfesteem,255,255,6.0,16.0,11,255,0,0.0,0,181,74,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
gerber_2022_altruism,256,256,6.0,16.0,11,256,0,0.0,0,181,75,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
gcbs_brotherton_2013_tipi,2495,2495,13.0,33769.0,65,580,1915,0.232465,0,0,580,unusable,,,"ages outside [0, 120]: 13.0-33769.0"
germann_2026_immigration,76445,72185,18.0,96.0,76,0,72185,0.0,0,0,0,derived,Adult (18+),,
genpsych_russell_2024_llama3,1001,1001,18.0,86.0,65,0,1001,0.0,0,0,0,derived,Adult (18+),,
genpsych_russell_2024_gpt3_5,1001,1000,18.0,84.0,64,0,1000,0.0,0,0,0,derived,Adult (18+),,
gcbs_brotherton_2013_vcl,2495,2495,13.0,33769.0,65,580,1915,0.232465,0,0,580,unusable,,,"ages outside [0, 120]: 13.0-33769.0"
gao2025_family_support,459,459,1.0,3.0,3,459,0,0.0,459,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
gcb5_2025,492,492,18.0,81.0,62,0,492,0.0,0,0,0,derived,Adult (18+),,
gcbs_brotherton_2013,2495,2495,13.0,33769.0,65,580,1915,0.232465,0,0,580,unusable,,,"ages outside [0, 120]: 13.0-33769.0"
germann_2026_redistribution,76445,72184,18.0,96.0,76,0,72184,0.0,0,0,0,derived,Adult (18+),,
gao2025_sse,459,459,1.0,3.0,3,459,0,0.0,459,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
genpsych_russell_2024_mixtral,998,998,18.0,85.0,63,0,998,0.0,0,0,0,derived,Adult (18+),,
gao2025_spiritual_wellbeing,459,459,1.0,3.0,3,459,0,0.0,459,0,0,unusable,,,"looks like banded codes: 3 distinct values, max 3.0"
germann_2026_state_intervention,76151,71896,18.0,96.0,76,0,71896,0.0,0,0,0,derived,Adult (18+),,
gerber_2022_eas_temperament,256,256,6.0,16.0,11,256,0,0.0,0,181,75,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
garciabatista_2021_erq,187,187,23.0,66.0,36,0,187,0.0,0,0,0,derived,Adult (18+),,
germann_2026_environment,76189,71941,18.0,96.0,76,0,71941,0.0,0,0,0,derived,Adult (18+),,
gerber_2022_self_esteem,255,255,6.0,16.0,11,255,0,0.0,0,181,74,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
GBJW_fadplus_goto2021,802,802,18.0,80.0,51,0,802,0.0,0,0,0,derived,Adult (18+),,
ghanbari_2016_helma_access,582,582,15.0,18.0,4,502,80,0.137457,0,0,502,derived,Mixed,Adolescent (12-18y),
genpsych_russell_2024_gpt4o,999,999,18.0,95.0,67,0,999,0.0,0,0,0,derived,Adult (18+),,
germann_2026_national_identity,75697,71579,18.0,96.0,76,0,71579,0.0,0,0,0,derived,Adult (18+),,
GART_Grolig_2020,120,120,13.0,73.0,43,19,101,0.158333,0,0,19,derived,Mixed,Adolescent (12-18y),
genpsych_russell_2024_gemma,1001,1000,18.0,81.0,62,0,1000,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_32,4513,4513,8.0,25.0,17,4464,49,0.010858,0,65,4399,derived,Child (<18y),Adolescent (12-18y),"both sides of 18 present but the smaller group is 1.086% (< 2%), so not Mixed"
gilbert_meta_31,12560,12560,0.0,219.0,141,21,12539,0.001672,21,0,0,unusable,,,"ages outside [0, 120]: 0.0-219.0"
gilbert_meta_22,5364,5359,6.0,21.0,16,5192,167,0.031163,0,1378,3814,quarantine,,,"ages 6.0-21.0 are equally consistent with months, and the unit changes the tag; not stated in the data"
gilbert_meta_24,644,644,6.5,9.5,7,644,0,0.0,0,644,0,derived,Child (<18y),Child (6-12y),
gilbert_meta_16,4031,3948,7.0,13.0,7,3948,0,0.0,0,3936,12,derived,Child (<18y),Child (6-12y),
gilbert_meta_19,51612,28465,5.0,14.0,10,28465,0,0.0,690,24589,3186,derived,Child (<18y),"Early (<6y), Child (6-12y), Adolescent (12-18y)",
gilbert_meta_18,51652,28475,5.0,14.0,10,28475,0,0.0,690,24596,3189,derived,Child (<18y),"Early (<6y), Child (6-12y), Adolescent (12-18y)",
gilbert_meta_28,8857,8857,18.0,70.0,47,0,8857,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_27,8857,8857,18.0,70.0,47,0,8857,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_107,1170,1031,11.0,17.0,7,1031,0,0.0,0,114,917,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
gilbert_meta_106,1171,1031,11.0,17.0,7,1031,0,0.0,0,114,917,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
gilbert_meta_105,1170,1031,11.0,17.0,7,1031,0,0.0,0,114,917,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)",
gilbert_meta_13,3780,3651,3.0,18.0,16,3426,225,0.061627,29,1184,2213,derived,Mixed,"Child (6-12y), Adolescent (12-18y)",
ghanbari_2016_helma_use,582,582,15.0,18.0,4,502,80,0.137457,0,0,502,derived,Mixed,Adolescent (12-18y),
gilbert_meta_15,3510,3381,3.0,18.0,16,3181,200,0.059154,27,1092,2062,derived,Mixed,"Child (6-12y), Adolescent (12-18y)",
gilbert_meta_30,14576,14575,2.0,20.0,19,14570,5,0.000343,4008,10109,453,quarantine,,,"ages 2.0-20.0 are equally consistent with months, and the unit changes the tag; not stated in the data"
gilbert_meta_29,14576,14575,2.0,20.0,19,14570,5,0.000343,4008,10109,453,quarantine,,,"ages 2.0-20.0 are equally consistent with months, and the unit changes the tag; not stated in the data"
ghanbari_2016_helma_understand,582,582,15.0,18.0,4,502,80,0.137457,0,0,502,derived,Mixed,Adolescent (12-18y),
ghanbari_2016_helma_reading,582,582,15.0,18.0,4,502,80,0.137457,0,0,502,derived,Mixed,Adolescent (12-18y),
ghanbari_2016_helma_numeracy,582,582,15.0,18.0,4,502,80,0.137457,0,0,502,derived,Mixed,Adolescent (12-18y),
ghanbari_2016_helma_appraise,582,582,15.0,18.0,4,502,80,0.137457,0,0,502,derived,Mixed,Adolescent (12-18y),
gilbert_meta_14,3780,3651,3.0,18.0,16,3426,225,0.061627,29,1184,2213,derived,Mixed,"Child (6-12y), Adolescent (12-18y)",
gholami_2017_periodontal_knowledge,543,543,1.0,4.0,4,543,0,0.0,543,0,0,unusable,,,"looks like banded codes: 4 distinct values, max 4.0"
ghanbari_2016_helma_comm,582,582,15.0,18.0,4,502,80,0.137457,0,0,502,derived,Mixed,Adolescent (12-18y),
gilbert_meta_17,51652,28475,5.0,14.0,10,28475,0,0.0,690,24596,3189,derived,Child (<18y),"Early (<6y), Child (6-12y), Adolescent (12-18y)",
gilbert_meta_70,6391,6026,1.0,20.0,19,6024,2,0.000332,1042,4563,419,quarantine,,,"ages 1.0-20.0 are equally consistent with months, and the unit changes the tag; not stated in the data"
gilbert_meta_49,200,187,16.0,68.0,28,4,183,0.02139,0,0,4,derived,Mixed,Adolescent (12-18y),
gilbert_meta_67,281,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
gilbert_meta_62,741,713,23.0,90.0,56,0,713,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_65,281,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
gilbert_meta_45,249,240,21.0,63.0,35,0,240,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_47,162,162,5.55,7.07,92,162,0,0.0,41,121,0,derived,Child (<18y),"Early (<6y), Child (6-12y)",
gilbert_meta_46,156,156,5.46,7.39,88,156,0,0.0,45,111,0,derived,Child (<18y),"Early (<6y), Child (6-12y)",
gilbert_meta_68,9413,9413,0.0,18.25,132,9412,1,0.000106,23,8889,500,quarantine,,,"ages 0.0-18.25 are equally consistent with months, and the unit changes the tag; not stated in the data"
gilbert_meta_38,839,839,20.0,65.0,43,0,839,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_44,243,243,60.0,94.0,31,0,243,0.0,0,0,0,derived,Elderly (minimum age >50),,
gilbert_meta_60,2558,2549,10.0,51.0,35,956,1593,0.375049,0,1,955,derived,Mixed,Adolescent (12-18y),
gilbert_meta_56,2712,2712,0.0,18.0,12,2711,1,0.000369,13,2447,251,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)","both sides of 18 present but the smaller group is 0.037% (< 2%), so not Mixed"
gilbert_meta_4,999,973,17.0,44.0,25,1,972,0.001028,0,0,1,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.103% (< 2%), so not Mixed"
gilbert_meta_59,1154,1154,18.0,45.0,25,0,1154,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_58,1154,1154,18.0,45.0,25,0,1154,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_55,1763,1763,5.10335397720337,10.5160846710205,734,1763,0,0.0,24,1739,0,derived,Child (<18y),Child (6-12y),
gilbert_meta_33,1610,1592,13.0,18.0,6,1580,23,0.014348,0,0,1580,derived,Child (<18y),Adolescent (12-18y),"both sides of 18 present but the smaller group is 1.435% (< 2%), so not Mixed"
gilbert_meta_66,281,0,nan,nan,0,0,0,,0,0,0,unusable,,,only 0 respondents with an age
gilbert_meta_61,2559,2550,10.0,51.0,35,957,1593,0.375294,0,1,956,derived,Mixed,Adolescent (12-18y),
gilbert_meta_5,2928,2920,13.0595483779907,15.7097873687744,592,2920,0,0.0,0,0,2920,derived,Child (<18y),Adolescent (12-18y),
gilbert_meta_37,839,839,20.0,65.0,43,0,839,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_41,3230,3230,4.0,10.0,7,3230,0,0.0,571,2659,0,derived,Child (<18y),"Early (<6y), Child (6-12y)",
gilbert_meta_69,9410,9410,0.0,18.25,132,9409,1,0.000106,24,8886,499,quarantine,,,"ages 0.0-18.25 are equally consistent with months, and the unit changes the tag; not stated in the data"
gilbert_meta_57,1154,1154,18.0,45.0,25,0,1154,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_85,940,931,13.0,21.0,9,893,38,0.040816,0,0,893,derived,Mixed,Adolescent (12-18y),
gilbert_meta_86,1244,1234,17.0,96.0,78,3,1231,0.002431,0,0,3,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.243% (< 2%), so not Mixed"
gobbens_2018_iadl,377,377,75.0280629705681,95.44695414099932,357,0,377,0.0,0,0,0,derived,Elderly (minimum age >50),,
girma_2021_oslo3,546,546,14.0,19.0,6,364,182,0.333333,0,0,364,derived,Mixed,Adolescent (12-18y),
gilbert_meta_84,917,908,13.0,21.0,9,872,36,0.039648,0,0,872,derived,Mixed,Adolescent (12-18y),
gilbert_meta_9,1646,1646,14.0,88.0,67,34,1612,0.020656,0,0,34,derived,Mixed,Adolescent (12-18y),
gmc_kay_2025,492,492,18.0,81.0,62,0,492,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_72,5388,5125,5.0,18.0,14,5117,8,0.001561,11,3038,2068,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)","both sides of 18 present but the smaller group is 0.156% (< 2%), so not Mixed"
gilbert_meta_71,6389,6026,1.0,20.0,19,6024,2,0.000332,1042,4563,419,quarantine,,,"ages 1.0-20.0 are equally consistent with months, and the unit changes the tag; not stated in the data"
goksel_2026_embarrassment_authenticity,2100,2100,18.0,85.0,65,0,2100,0.0,0,0,0,derived,Adult (18+),,
girma_2021_phq9,546,546,14.0,19.0,6,364,182,0.333333,0,0,364,derived,Mixed,Adolescent (12-18y),
gizaw_2023_phq9,577,577,21.0,73.0,48,0,577,0.0,0,0,0,derived,Adult (18+),,
gillman_2023_pss,404,403,18.0,63.0,46,0,403,0.0,0,0,0,derived,Adult (18+),,
gobbens_2018_adl,377,377,75.0280629705681,95.44695414099932,357,0,377,0.0,0,0,0,derived,Elderly (minimum age >50),,
gobbens_2018_sf12,374,374,75.0280629705681,95.44695414099932,354,0,374,0.0,0,0,0,derived,Elderly (minimum age >50),,
goksel_2026_embarrassment_emb_perception,600,600,18.0,77.0,55,0,600,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_appeasement,600,600,18.0,77.0,55,0,600,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_98,8608,8608,18.0,104.0,70,0,8608,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_liking,300,300,18.0,78.0,53,0,300,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_87,1244,1234,17.0,96.0,78,3,1231,0.002431,0,0,3,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.243% (< 2%), so not Mixed"
gillman_2023_appraisals,405,404,18.0,63.0,46,0,404,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_affectivetrust,300,300,18.0,78.0,53,0,300,0.0,0,0,0,derived,Adult (18+),,
gilbert_meta_73,5386,5124,5.0,18.0,14,5116,8,0.001561,11,3037,2068,derived,Child (<18y),"Child (6-12y), Adolescent (12-18y)","both sides of 18 present but the smaller group is 0.156% (< 2%), so not Mixed"
gilbert_meta_83,941,932,13.0,21.0,9,894,38,0.040773,0,0,894,derived,Mixed,Adolescent (12-18y),
gilbert_meta_97,8609,8609,18.0,104.0,70,0,8609,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_eps_adjectives,726,726,18.0,83.0,62,0,726,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_eps_life_events,726,726,18.0,83.0,62,0,726,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_eps_ipip,726,726,18.0,83.0,62,0,726,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_eps_spirituality,726,726,18.0,83.0,62,0,726,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_eps_s11,726,726,18.0,83.0,62,0,726,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_resilience,899,899,18.0,85.0,63,0,899,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_dop_ab5c_vignettes,639,639,18.0,83.0,60,0,639,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_puremorality,602,602,18.0,80.0,59,0,602,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_bri_feel,778,778,18.0,85.0,64,0,778,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_socialnorm,299,299,19.0,78.0,58,0,299,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_bri_ofood,774,774,18.0,85.0,64,0,774,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_dop_avocational_interests,639,639,18.0,83.0,60,0,639,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_eps_cesd,726,726,18.0,83.0,62,0,726,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_bri_bri,778,778,18.0,85.0,64,0,778,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_purewarmth,602,602,18.0,80.0,59,0,602,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_wcm,1500,1500,18.0,80.0,62,0,1500,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_bri_curio,777,777,18.0,85.0,64,0,777,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_ciss,577,576,18.0,85.0,60,0,576,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_cpi,815,815,18.0,85.0,65,0,815,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_bri_food,777,777,18.0,85.0,64,0,777,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_moralityandwarmth,602,602,18.0,80.0,59,0,602,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_warmth_competence,600,600,19.0,85.0,58,0,600,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_similarity,300,300,18.0,78.0,53,0,300,0.0,0,0,0,derived,Adult (18+),,
goksel_2026_embarrassment_socialcompetence,899,899,18.0,85.0,63,0,899,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_hpi,475,475,18.0,85.0,60,0,475,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_pda360,1128,1121,18.0,89.0,69,0,1121,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_prs_movie_preferences,734,734,18.0,83.0,62,0,734,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_ppq_music,711,677,18.0,83.0,61,0,677,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_sdv_desirability,699,699,18.0,83.0,62,0,699,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_hpq_h,706,705,18.0,85.0,64,0,705,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_ppq_via_strengths,713,679,18.0,83.0,61,0,679,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_pf16_p,680,680,18.0,85.0,63,0,680,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_prs_tv_preferences,731,731,18.0,83.0,62,0,731,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_prs_pey,734,734,18.0,83.0,62,0,734,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_prs_ipip,735,735,18.0,83.0,62,0,735,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_ipip,960,960,18.0,89.0,66,0,960,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_sbo,703,703,18.0,85.0,63,0,703,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_prs_music_preferences,735,735,18.0,83.0,62,0,735,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_prs_bas_bis,735,735,18.0,83.0,62,0,735,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_prs_peo,734,734,18.0,83.0,62,0,734,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_pas_adjectives,733,733,18.0,85.0,64,0,733,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_prs_gray_wilson,735,735,18.0,83.0,62,0,735,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_jpir,712,712,18.0,85.0,63,0,712,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_pas_ipip_scales,734,734,18.0,85.0,64,0,734,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_prs_hexaco,736,736,18.0,83.0,62,0,736,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_ppq_beliefs,713,679,18.0,83.0,61,0,679,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_pda525,700,700,18.0,85.0,63,0,700,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_ppq_dream,711,677,18.0,83.0,61,0,677,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_sdv_adjectives,699,699,18.0,83.0,62,0,699,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_prs_reading_preferences,734,734,18.0,83.0,62,0,734,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_sdv_force,698,698,18.0,83.0,62,0,698,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_sdv_happy,696,696,18.0,83.0,62,0,696,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_sdv_influ,699,699,18.0,83.0,62,0,699,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_sdv_ipip_temperament,701,701,18.0,83.0,62,0,701,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_sdv_likelihood,700,700,18.0,83.0,62,0,700,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_sdv_schwartz_values,700,700,18.0,83.0,62,0,700,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_sdv_views,700,700,18.0,83.0,62,0,700,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_spa_beliefs_about_intelligence,730,730,18.0,83.0,62,0,730,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_spa_bfi_forced_choice,729,729,18.0,83.0,62,0,729,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_spa_changeability,729,729,18.0,83.0,62,0,729,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_spa_cultural_familiarity,730,730,18.0,83.0,62,0,730,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_spa_ipip,730,730,18.0,83.0,62,0,730,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_spa_medical_history,730,730,18.0,83.0,62,0,730,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_spa_skill_proficiency,729,729,18.0,83.0,62,0,729,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_spa_skills,730,730,18.0,83.0,62,0,730,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_spa_speo,714,714,18.0,83.0,62,0,714,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_spa_spey,711,711,18.0,83.0,62,0,711,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_spa_talents,727,727,18.0,83.0,62,0,727,0.0,0,0,0,derived,Adult (18+),,
goldberg_2018_tci,736,736,18.0,85.0,64,0,736,0.0,0,0,0,derived,Adult (18+),,
gomez_2020_mpq,213,201,18.0,86.0,53,0,201,0.0,0,0,0,derived,Adult (18+),,
gomez_2022_qcae,203,203,18.0,999.0,42,0,203,0.0,0,0,0,unusable,,,"ages outside [0, 120]: 18.0-999.0"
guatemala_2024_homes_avenues,6886,6886,16.0,97.0,80,3,6883,0.000436,0,0,3,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.044% (< 2%), so not Mixed"
guatemala_2024_homes_country,6886,6886,16.0,97.0,80,3,6883,0.000436,0,0,3,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.044% (< 2%), so not Mixed"
guatemala_2024_homes_drainage,6886,6886,16.0,97.0,80,3,6883,0.000436,0,0,3,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.044% (< 2%), so not Mixed"
guatemala_2024_homes_emergencies,6886,6886,16.0,97.0,80,3,6883,0.000436,0,0,3,derived,Adult (18+),,"both sides of 18 present but the smaller group is 0.044% (< 2%), so not Mixed"
hao_2025_emotional_regulation,650,650,12.0,15.0,4,650,0,0.0,0,0,650,derived,Child (<18y),Adolescent (12-18y),
