table,age range,child age (for child-focused studies),basis,min_age,max_age,n_age,share_under_18,generated
rmet_higgins_2022_tas,Adult (18+),,derived_cov_age,18.0,88.0,1222,0.0,2026-09-01
robbins_2019_farmtype_belief,Adult (18+),,derived_cov_age,18.0,74.0,802,0.0,2026-09-01
rmet_higgins_2022_aq,Adult (18+),,derived_cov_age,18.0,88.0,1222,0.0,2026-09-01
ribeiro_2024_msk_hq,Adult (18+),,derived_cov_age,21.0,87.0,189,0.0,2026-09-01
ren_2019_scpv,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.0,12.0,282,0.0,2026-09-01
ren2019_cpti,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.0,12.0,282,0.0,2026-09-01
reinwarth_2023_domain_satisfaction,Mixed,Adolescent (12-18y),derived_cov_age,16.0,91.0,2460,0.023577,2026-09-01
rfq8_wozniakprus_2022,Adult (18+),,derived_cov_age,17.0,50.0,538,0.007435,2026-09-01
reinwarth_2023_phq4,Mixed,Adolescent (12-18y),derived_cov_age,16.0,91.0,2464,0.023539,2026-09-01
ren2019_scpv,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.0,12.0,282,0.0,2026-09-01
rfq_wozniakprus_2021,Adult (18+),,derived_cov_age,17.0,50.0,538,0.007435,2026-09-01
ren_2019_ypic,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.0,12.0,282,0.0,2026-09-01
ren2019_ypic,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.0,12.0,282,0.0,2026-09-01
ren_2019_cpti,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.0,12.0,282,0.0,2026-09-01
ren_2019_sdq,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.0,12.0,281,0.0,2026-09-01
reinwarth_2023_loneliness3,Mixed,Adolescent (12-18y),derived_cov_age,16.0,91.0,2465,0.023529,2026-09-01
ren2019_sdq,Child (<18y),"Child (6-12y), Adolescent (12-18y)",derived_cov_age,9.0,12.0,281,0.0,2026-09-01
reinwarth_2023_domain_importance,Mixed,Adolescent (12-18y),derived_cov_age,16.0,91.0,2460,0.023577,2026-09-01
reinwarth_2023_psych_symptoms,Mixed,Adolescent (12-18y),derived_cov_age,16.0,91.0,2465,0.023529,2026-09-01
reinecke_2018_online_vigilance,Mixed,Adolescent (12-18y),derived_cov_age,14.0,67.0,229,0.052402,2026-09-01
rzeszutek_2020_wwii_patgrandmother,Adult (18+),,derived_cov_age,18.0,43.0,294,0.0,2026-09-01
rzeszutek_2020_swls,Adult (18+),,derived_cov_age,18.0,45.0,497,0.0,2026-09-01
rzeszutek_2020_wwii_matgrandmother,Adult (18+),,derived_cov_age,18.0,44.0,379,0.0,2026-09-01
rowe_2016_bai,Adult (18+),,derived_cov_age,16.0,54.0,80,0.0125,2026-09-01
rzeszutek_2020_wwii_patgrandfather,Adult (18+),,derived_cov_age,18.0,44.0,269,0.0,2026-09-01
rowe_2016_mfi20,Adult (18+),,derived_cov_age,16.0,54.0,80,0.0125,2026-09-01
rosetti2023_gad7,Adult (18+),,derived_cov_age,18.0,25.0,468,0.0,2026-09-01
rzeszutek_2020_ghq28,Adult (18+),,derived_cov_age,18.0,45.0,500,0.0,2026-09-01
rvobgvmaas_lsf_lehing_2024,Adult (18+),,derived_cov_age,21.0,45.0,184,0.0,2026-09-01
rzeszutek_2020_wwii_matgrandfather,Adult (18+),,derived_cov_age,18.0,43.0,324,0.0,2026-09-01
romadlon_2022_facit,Adult (18+),,derived_cov_age,29.0,72.0,200,0.0,2026-09-01
rosetti2023_climate_anxiety,Adult (18+),,derived_cov_age,18.0,25.0,468,0.0,2026-09-01
rosetti_2023_cas,Adult (18+),,derived_cov_age,18.0,25.0,468,0.0,2026-09-01
rowe_2016_symptoms,Adult (18+),,derived_cov_age,16.0,54.0,80,0.0125,2026-09-01
Rosenberg_fadplus_goto2021,Adult (18+),,derived_cov_age,18.0,80.0,802,0.0,2026-09-01
rosetti2023_climate_knowledge,Adult (18+),,derived_cov_age,18.0,25.0,468,0.0,2026-09-01
romadlon_2022_bdi,Adult (18+),,derived_cov_age,29.0,72.0,200,0.0,2026-09-01
romadlon_2022_mfi20,Adult (18+),,derived_cov_age,29.0,72.0,200,0.0,2026-09-01
rosetti_2023_gad7,Adult (18+),,derived_cov_age,18.0,25.0,468,0.0,2026-09-01
rodriguezsantero_2024_sats36,Adult (18+),,derived_cov_age,0.0,54.0,318,0.012579,2026-09-01
shorttripm_silvia_2025,Adult (18+),,derived_cov_age,18.0,95.0,1150,0.0,2026-09-01
selm_2019_climate_knowledge,Adult (18+),,derived_cov_age,18.0,91.0,192,0.0,2026-09-01
sekowski_2025_mast,Adult (18+),,derived_cov_age,18.0,25.0,607,0.0,2026-09-01
sd3ypl_klimczak_2019_ses,Child (<18y),Adolescent (12-18y),derived_cov_age,13.0,16.0,325,0.0,2026-09-01
schoepp2022_test_anxiety,Adult (18+),,derived_cov_age,19.0,99.0,130,0.0,2026-09-01
sekowski_2025_pies,Adult (18+),,derived_cov_age,18.0,25.0,607,0.0,2026-09-01
sd3ypl_klimczak_2019_sd3,Child (<18y),Adolescent (12-18y),derived_cov_age,12.0,16.0,730,0.0,2026-09-01
sd3ypl_klimczak_2019_bpqa,Child (<18y),Adolescent (12-18y),derived_cov_age,13.0,16.0,325,0.0,2026-09-01
sd3ypl_klimczak_2019_bfq,Child (<18y),Adolescent (12-18y),derived_cov_age,13.0,16.0,325,0.0,2026-09-01
safiye_2023_mbi,Adult (18+),,derived_cov_age,22.0,64.0,823,0.0,2026-09-01
sd4_silvia_2025,Adult (18+),,derived_cov_age,18.0,95.0,530,0.0,2026-09-01
safiye_2023_rfq,Adult (18+),,derived_cov_age,22.0,64.0,823,0.0,2026-09-01
senyurt_2023_burnout,Adult (18+),,derived_cov_age,22.0,66.0,198,0.0,2026-09-01
singh_2025_identity_gi,Adult (18+),,derived_cov_age,18.0,92.0,1470,0.0,2026-09-01
singh_2025_identity_pia,Adult (18+),,derived_cov_age,18.0,92.0,1470,0.0,2026-09-01
singh_2025_identity_cse,Adult (18+),,derived_cov_age,18.0,92.0,1470,0.0,2026-09-01
silva_2018_tfeq,Adult (18+),,derived_cov_age,18.0,35.0,2198,0.0,2026-09-01
silk_2019_hyperactive,Child (<18y),Child (6-12y),derived_cov_age,6.3846679,8.7446957,355,0.0,2026-09-01
singh_2025_identity_pba,Adult (18+),,derived_cov_age,18.0,92.0,1470,0.0,2026-09-01
silva_2018_mbds,Adult (18+),,derived_cov_age,18.0,35.0,802,0.0,2026-09-01
silvia_2024_funny,Adult (18+),,derived_cov_age,18.0,88.0,1842,0.0,2026-09-01
singh_2025_identity_pss,Adult (18+),,derived_cov_age,18.0,92.0,1470,0.0,2026-09-01
silva_2018_phcs,Adult (18+),,derived_cov_age,18.0,35.0,2198,0.0,2026-09-01
silva_2018_whoqol,Adult (18+),,derived_cov_age,18.0,35.0,2198,0.0,2026-09-01
silk_2019_inattentive,Child (<18y),Child (6-12y),derived_cov_age,6.3846679,8.7446957,355,0.0,2026-09-01
singh_2025_identity_irs,Adult (18+),,derived_cov_age,18.0,92.0,1470,0.0,2026-09-01
skalka2025_ai_literacy,Adult (18+),,derived_cov_age,17.0,56.0,1205,0.010788,2026-09-01
silva_2018_bsq,Adult (18+),,derived_cov_age,18.0,35.0,1396,0.0,2026-09-01
singh_2025_identity_pit,Adult (18+),,derived_cov_age,18.0,92.0,1470,0.0,2026-09-01
singh_2025_identity_grit,Adult (18+),,derived_cov_age,18.0,92.0,1470,0.0,2026-09-01
singh_2025_identity_pds,Adult (18+),,derived_cov_age,18.0,92.0,1470,0.0,2026-09-01
skurvydas_2024_vigour,Adult (18+),,derived_cov_age,17.0,79.0,1140,0.001754,2026-09-01
sleboda_2021_risk_benefit,Adult (18+),,derived_cov_age,15.0,74.0,3202,0.002186,2026-09-01
socialstereotype_hughes_2025_personality_self,Adult (18+),,derived_cov_age,18.0,79.0,297,0.0,2026-09-01
song_2023_mpats,Adult (18+),,derived_cov_age,18.0,26.0,1238,0.0,2026-09-01
smpi_lorenzoluaces_2020_phq9,Adult (18+),,derived_cov_age,18.0,92.0,487,0.0,2026-09-01
song_2023_rses,Adult (18+),,derived_cov_age,18.0,26.0,1238,0.0,2026-09-01
socialstereotype_hughes_2025_judgement,Adult (18+),,derived_cov_age,18.0,79.0,297,0.0,2026-09-01
sned_bendall_2024,Adult (18+),,derived_cov_age,18.0,79.0,801,0.0,2026-09-01
smpi_lorenzoluaces_2020_gad7,Adult (18+),,derived_cov_age,18.0,92.0,487,0.0,2026-09-01
song_2023_slwai,Adult (18+),,derived_cov_age,18.0,26.0,1238,0.0,2026-09-01
socialstereotype_hughes_2025_personality_other,Adult (18+),,derived_cov_age,18.0,79.0,297,0.0,2026-09-01
smpi_lorenzoluaces_2020_shaps,Adult (18+),,derived_cov_age,18.0,92.0,487,0.0,2026-09-01
smpi_lorenzoluaces_2020_smpi,Adult (18+),,derived_cov_age,18.0,92.0,487,0.0,2026-09-01
spain_2023_identity_patriotism,Adult (18+),,derived_cov_age,18.0,98.0,7613,0.0,2026-09-01
spain_2013_services_purpose,Adult (18+),,derived_cov_age,18.0,95.0,2482,0.0,2026-09-01
spain_2023_identity_centralism,Adult (18+),,derived_cov_age,18.0,98.0,7256,0.0,2026-09-01
spain_2013_services_services,Adult (18+),,derived_cov_age,18.0,95.0,2482,0.0,2026-09-01
spain_2013_services_internetout,Adult (18+),,derived_cov_age,18.0,95.0,2482,0.0,2026-09-01
spain_2013_services_functioning,Adult (18+),,derived_cov_age,18.0,95.0,2482,0.0,2026-09-01
spain_2013_services_complaints,Adult (18+),,derived_cov_age,18.0,95.0,2482,0.0,2026-09-01
spain_2023_identity_authenticity,Adult (18+),,derived_cov_age,18.0,98.0,7632,0.0,2026-09-01
spain_2013_services_othercontact,Adult (18+),,derived_cov_age,18.0,95.0,2482,0.0,2026-09-01
spain_2013_services_internet,Adult (18+),,derived_cov_age,18.0,95.0,2482,0.0,2026-09-01
spain_2013_services_inpersonsat,Adult (18+),,derived_cov_age,18.0,95.0,2482,0.0,2026-09-01
spain_2023_identity_europe,Adult (18+),,derived_cov_age,18.0,98.0,7435,0.0,2026-09-01
spain_2023_identity_identification,Adult (18+),,derived_cov_age,18.0,98.0,7638,0.0,2026-09-01
spain_2013_services_offices,Adult (18+),,derived_cov_age,18.0,95.0,2482,0.0,2026-09-01
spain_2013_services_importance,Adult (18+),,derived_cov_age,18.0,95.0,2482,0.0,2026-09-01
spain_2023_identity_pride,Adult (18+),,derived_cov_age,18.0,98.0,7595,0.0,2026-09-01
spain_2024_politics_actions,Adult (18+),,derived_cov_age,18.0,94.0,2562,0.0,2026-09-01
spain_2024_ideology_parties,Adult (18+),,derived_cov_age,18.0,93.0,3885,0.0,2026-09-01
spain_2024_ideology_leaders,Adult (18+),,derived_cov_age,18.0,93.0,3884,0.0,2026-09-01
spain_2024_ideology_discomfort,Adult (18+),,derived_cov_age,18.0,94.0,3922,0.0,2026-09-01
spain_2024_ideology_rights,Adult (18+),,derived_cov_age,18.0,94.0,3927,0.0,2026-09-01
spain_2023_science_science,Adult (18+),,derived_cov_age,18.0,96.0,2923,0.0,2026-09-01
spain_2023_science_dangers,Adult (18+),,derived_cov_age,18.0,96.0,2906,0.0,2026-09-01
spain_2023_science_situations,Adult (18+),,derived_cov_age,18.0,96.0,2918,0.0,2026-09-01
spain_2023_science_cuts,Adult (18+),,derived_cov_age,18.0,96.0,2900,0.0,2026-09-01
spain_2023_science_activities,Adult (18+),,derived_cov_age,18.0,96.0,2922,0.0,2026-09-01
spain_2023_science_benefits,Adult (18+),,derived_cov_age,18.0,96.0,2918,0.0,2026-09-01
spain_2023_science_engagement,Adult (18+),,derived_cov_age,18.0,96.0,2924,0.0,2026-09-01
spain_2023_science_technology,Adult (18+),,derived_cov_age,18.0,96.0,2919,0.0,2026-09-01
spain_2023_identity_state,Adult (18+),,derived_cov_age,18.0,98.0,7615,0.0,2026-09-01
spain_2024_ideology_society,Adult (18+),,derived_cov_age,18.0,94.0,3927,0.0,2026-09-01
spain_2024_ideology_sympathy,Adult (18+),,derived_cov_age,18.0,93.0,3832,0.0,2026-09-01
spain_2024_ideology_territorial,Adult (18+),,derived_cov_age,18.0,94.0,3916,0.0,2026-09-01
spain_2023_science_functions,Adult (18+),,derived_cov_age,18.0,96.0,2921,0.0,2026-09-01
spain_2023_science_interest,Adult (18+),,derived_cov_age,18.0,96.0,2921,0.0,2026-09-01
spain_2023_identity_territorial,Adult (18+),,derived_cov_age,18.0,98.0,7642,0.0,2026-09-01
spain_2024_ideology_identity,Adult (18+),,derived_cov_age,18.0,94.0,3928,0.0,2026-09-01
spain_2023_science_future,Adult (18+),,derived_cov_age,18.0,96.0,2895,0.0,2026-09-01
spain_2023_science_utility,Adult (18+),,derived_cov_age,18.0,96.0,2923,0.0,2026-09-01
spain_2024_politics_associations,Adult (18+),,derived_cov_age,18.0,94.0,2561,0.0,2026-09-01
spain_2024_ideology_welfare,Adult (18+),,derived_cov_age,18.0,94.0,3928,0.0,2026-09-01
spain_2025_ai_awareness,Adult (18+),,derived_cov_age,18.0,96.0,4004,0.0,2026-09-01
spain_2025_ai_concern,Adult (18+),,derived_cov_age,18.0,96.0,3994,0.0,2026-09-01
spain_2025_ageism_youthpriority,Adult (18+),,derived_cov_age,18.0,97.0,5005,0.0,2026-09-01
spain_2025_ai_comfort,Adult (18+),,derived_cov_age,18.0,95.0,3880,0.0,2026-09-01
spain_2025_ageism_elderslights,Elderly (minimum age >50),,derived_cov_age,65.0,97.0,1030,0.0,2026-09-01
spain_2025_ageism_bureaucracy,Elderly (minimum age >50),,derived_cov_age,65.0,97.0,1030,0.0,2026-09-01
spain_2024_values_meaning,Adult (18+),,derived_cov_age,18.0,97.0,2843,0.0,2026-09-01
spain_2024_politics_political,Adult (18+),,derived_cov_age,18.0,94.0,2552,0.0,2026-09-01
spain_2025_ai_aspects,Adult (18+),,derived_cov_age,18.0,95.0,3872,0.0,2026-09-01
spain_2025_ageism_comparison,Adult (18+),,derived_cov_age,18.0,97.0,4973,0.0,2026-09-01
spain_2024_politics_values,Adult (18+),,derived_cov_age,18.0,94.0,2562,0.0,2026-09-01
spain_2024_politics_online,Adult (18+),,derived_cov_age,18.0,94.0,2523,0.0,2026-09-01
spain_2025_ageism_difficulty,Elderly (minimum age >50),,derived_cov_age,65.0,97.0,1028,0.0,2026-09-01
spain_2024_politics_inperson,Adult (18+),,derived_cov_age,18.0,94.0,2562,0.0,2026-09-01
spain_2024_values_values,Adult (18+),,derived_cov_age,18.0,97.0,2840,0.0,2026-09-01
spain_2024_politics_difficulty,Adult (18+),,derived_cov_age,18.0,94.0,2538,0.0,2026-09-01
spain_2024_values_difficulty,Adult (18+),,derived_cov_age,18.0,97.0,2815,0.0,2026-09-01
spain_2025_ageism_youthslights,Adult (18+),,derived_cov_age,18.0,34.0,974,0.0,2026-09-01
spain_2025_ageism_agreement,Adult (18+),,derived_cov_age,18.0,97.0,5004,0.0,2026-09-01
spain_2024_politics_beliefs,Adult (18+),,derived_cov_age,18.0,94.0,2562,0.0,2026-09-01
spain_2025_ageism_elderpriority,Adult (18+),,derived_cov_age,18.0,97.0,5005,0.0,2026-09-01
spain_2025_ai_association,Adult (18+),,derived_cov_age,18.0,96.0,4003,0.0,2026-09-01
spain_2025_ageism_problems,Adult (18+),,derived_cov_age,18.0,97.0,4940,0.0,2026-09-01
spain_2024_values_political,Adult (18+),,derived_cov_age,18.0,97.0,2810,0.0,2026-09-01
spain_2024_values_institutions,Adult (18+),,derived_cov_age,18.0,97.0,2841,0.0,2026-09-01
spain_2025_europe_spending,Adult (18+),,derived_cov_age,18.0,96.0,2426,0.0,2026-09-01
spain_2025_europe_policy,Adult (18+),,derived_cov_age,18.0,96.0,2426,0.0,2026-09-01
spain_2025_europe_effects,Adult (18+),,derived_cov_age,18.0,96.0,2427,0.0,2026-09-01
spain_2025_europe_impact,Adult (18+),,derived_cov_age,18.0,96.0,2427,0.0,2026-09-01
spain_2025_democracy_system,Adult (18+),,derived_cov_age,18.0,97.0,4008,0.0,2026-09-01
spain_2025_democracy_efficacy,Adult (18+),,derived_cov_age,18.0,97.0,4009,0.0,2026-09-01
spain_2025_europe_attention,Adult (18+),,derived_cov_age,18.0,96.0,2426,0.0,2026-09-01
spain_2025_ai_tools,Adult (18+),,derived_cov_age,18.0,95.0,3878,0.0,2026-09-01
spain_2025_ai_sectors,Adult (18+),,derived_cov_age,18.0,95.0,3877,0.0,2026-09-01
spain_2025_democracy_media,Adult (18+),,derived_cov_age,18.0,97.0,4005,0.0,2026-09-01
spain_2025_democracy_judiciary,Adult (18+),,derived_cov_age,18.0,97.0,4008,0.0,2026-09-01
spain_2025_ai_regulation,Adult (18+),,derived_cov_age,18.0,95.0,3880,0.0,2026-09-01
spain_2025_europe_trust,Adult (18+),,derived_cov_age,18.0,96.0,2388,0.0,2026-09-01
spain_2025_ai_frequency,Adult (18+),,derived_cov_age,18.0,95.0,2281,0.0,2026-09-01
spain_2025_ai_eventsagree,Adult (18+),,derived_cov_age,18.0,95.0,3340,0.0,2026-09-01
spain_2025_ai_datause,Adult (18+),,derived_cov_age,18.0,96.0,4002,0.0,2026-09-01
spain_2025_europe_agreement,Adult (18+),,derived_cov_age,18.0,96.0,2427,0.0,2026-09-01
spain_2025_democracy_priorities,Adult (18+),,derived_cov_age,18.0,97.0,4005,0.0,2026-09-01
spain_2025_ai_possibilities,Adult (18+),,derived_cov_age,18.0,95.0,3880,0.0,2026-09-01
spain_2025_democracy_parties,Adult (18+),,derived_cov_age,18.0,97.0,4010,0.0,2026-09-01
spain_2025_democracy_internal,Adult (18+),,derived_cov_age,18.0,97.0,4008,0.0,2026-09-01
spain_2025_democracy_trust,Adult (18+),,derived_cov_age,18.0,97.0,4010,0.0,2026-09-01
spain_2025_ai_impact,Adult (18+),,derived_cov_age,18.0,96.0,4002,0.0,2026-09-01
spain_2025_europe_awareness,Adult (18+),,derived_cov_age,18.0,96.0,2427,0.0,2026-09-01
spain_2025_ai_risk,Adult (18+),,derived_cov_age,18.0,96.0,4002,0.0,2026-09-01
spain_2025_sanitation_system,Adult (18+),,derived_cov_age,18.0,97.0,2426,0.0,2026-09-01
spain_2025_inequality_recognition,Adult (18+),,derived_cov_age,18.0,97.0,4001,0.0,2026-09-01
spain_2025_inequality_personal,Adult (18+),,derived_cov_age,18.0,97.0,4004,0.0,2026-09-01
spain_2025_sanitation_mental,Adult (18+),,derived_cov_age,19.0,89.0,239,0.0,2026-09-01
spain_2025_sanitation_digital,Adult (18+),,derived_cov_age,18.0,97.0,2427,0.0,2026-09-01
spain_2025_inequality_trajectory,Adult (18+),,derived_cov_age,18.0,97.0,3999,0.0,2026-09-01
spain_2025_sex_identity,Adult (18+),,derived_cov_age,16.0,98.0,9009,0.005994,2026-09-01
spain_2025_sanitation_aicomfort,Adult (18+),,derived_cov_age,18.0,97.0,2422,0.0,2026-09-01
spain_2025_sanitation_regional,Adult (18+),,derived_cov_age,18.0,97.0,2161,0.0,2026-09-01
spain_2025_sanitation_airegulation,Adult (18+),,derived_cov_age,18.0,97.0,2413,0.0,2026-09-01
spain_2025_sanitation_coordination,Adult (18+),,derived_cov_age,18.0,97.0,2427,0.0,2026-09-01
spain_2025_sanitation_aiconcern,Adult (18+),,derived_cov_age,18.0,97.0,2409,0.0,2026-09-01
spain_2025_sanitation_hospital,Adult (18+),,derived_cov_age,18.0,90.0,248,0.0,2026-09-01
spain_2025_tourism_importance,Adult (18+),,derived_cov_age,18.0,96.0,2893,0.0,2026-09-01
spain_2025_sanitation_services,Adult (18+),,derived_cov_age,18.0,97.0,2427,0.0,2026-09-01
spain_2025_sanitation_primary,Adult (18+),,derived_cov_age,18.0,94.0,1972,0.0,2026-09-01
spain_2025_sanitation_diagnostics,Adult (18+),,derived_cov_age,18.0,97.0,2425,0.0,2026-09-01
spain_2025_sex_frequency,Adult (18+),,derived_cov_age,16.0,98.0,9004,0.005886,2026-09-01
spain_2025_sanitation_specialist,Adult (18+),,derived_cov_age,18.0,89.0,1160,0.0,2026-09-01
spain_2025_sex_attitudes,Adult (18+),,derived_cov_age,16.0,98.0,9006,0.005996,2026-09-01
spain_2025_sex_condom,Adult (18+),,derived_cov_age,16.0,83.0,1187,0.00674,2026-09-01
spain_2025_inequality_leaders,Adult (18+),,derived_cov_age,18.0,97.0,3942,0.0,2026-09-01
spain_2025_fears_leaders,Adult (18+),,derived_cov_age,18.0,96.0,2034,0.0,2026-09-01
spain_2025_inequality_inequality,Adult (18+),,derived_cov_age,18.0,97.0,4001,0.0,2026-09-01
spain_2025_fears_prospect,Adult (18+),,derived_cov_age,18.0,96.0,2048,0.0,2026-09-01
spain_2026_disinformation_hostility,Adult (18+),,derived_cov_age,18.0,95.0,3480,0.0,2026-09-01
spain_2026_confidence_prospect,Adult (18+),,derived_cov_age,16.0,94.0,3022,0.007611,2026-09-01
spain_2026_disinformation_memes,Adult (18+),,derived_cov_age,18.0,95.0,3456,0.0,2026-09-01
spain_2026_international_eu,Adult (18+),,derived_cov_age,18.0,95.0,6000,0.0,2026-09-01
spain_2026_elections_moreno,Adult (18+),,derived_cov_age,18.0,97.0,3996,0.0,2026-09-01
spain_2026_confidence_retrospect,Adult (18+),,derived_cov_age,16.0,94.0,3027,0.007598,2026-09-01
spain_2026_confidence_expectations,Adult (18+),,derived_cov_age,16.0,94.0,3025,0.007603,2026-09-01
spain_2026_disinformation_humorperception,Adult (18+),,derived_cov_age,18.0,95.0,3490,0.0,2026-09-01
spain_2026_elections_montero,Adult (18+),,derived_cov_age,18.0,97.0,3989,0.0,2026-09-01
spain_2026_international_influence,Adult (18+),,derived_cov_age,18.0,95.0,5989,0.0,2026-09-01
spain_2026_disinformation_humorclimate,Adult (18+),,derived_cov_age,18.0,95.0,3489,0.0,2026-09-01
spain_2026_elections_gavira,Adult (18+),,derived_cov_age,18.0,97.0,3717,0.0,2026-09-01
spain_2026_international_media,Adult (18+),,derived_cov_age,18.0,95.0,5999,0.0,2026-09-01
spain_2026_elections_garcia,Adult (18+),,derived_cov_age,18.0,97.0,3711,0.0,2026-09-01
spain_2026_international_confidence,Adult (18+),,derived_cov_age,18.0,95.0,5998,0.0,2026-09-01
spain_2026_disinformation_concern,Adult (18+),,derived_cov_age,18.0,95.0,3492,0.0,2026-09-01
spain_2026_disinformation_personalhumor,Adult (18+),,derived_cov_age,18.0,95.0,3493,0.0,2026-09-01
spain_2026_disinformation_humorlimits,Adult (18+),,derived_cov_age,18.0,95.0,3482,0.0,2026-09-01
spain_2026_elections_maillo,Adult (18+),,derived_cov_age,18.0,97.0,3755,0.0,2026-09-01
spain_2026_disinformation_regulation,Adult (18+),,derived_cov_age,18.0,95.0,3492,0.0,2026-09-01
spain_2026_elections_campaign,Adult (18+),,derived_cov_age,18.0,97.0,4030,0.0,2026-09-01
spain_2026_elections_leaderscampaign,Adult (18+),,derived_cov_age,18.0,97.0,3960,0.0,2026-09-01
spain_2026_confidence_macro,Adult (18+),,derived_cov_age,16.0,94.0,3018,0.007621,2026-09-01
spain_2026_confidence_acquisition,Adult (18+),,derived_cov_age,16.0,94.0,3028,0.007596,2026-09-01
spain_2026_disinformation_offense,Adult (18+),,derived_cov_age,18.0,95.0,3482,0.0,2026-09-01
szabo_2025_bwas,Adult (18+),,derived_cov_age,25.0,82.0,184,0.0,2026-09-01
szabo_2025_pss4,Adult (18+),,derived_cov_age,25.0,82.0,184,0.0,2026-09-01
szabo_2025_work_conflict,Adult (18+),,derived_cov_age,25.0,82.0,184,0.0,2026-09-01
spain_2026_love_desire,Adult (18+),,derived_cov_age,18.0,98.0,1508,0.0,2026-09-01
spain_2026_prostitution_pornography,Adult (18+),,derived_cov_age,16.0,96.0,10019,0.002096,2026-09-01
spain_2026_love_conceptions,Adult (18+),,derived_cov_age,18.0,98.0,5005,0.0,2026-09-01
szabo_2025_work_addiction,Adult (18+),,derived_cov_age,25.0,82.0,184,0.0,2026-09-01
spain_2026_prostitution_prostitution,Adult (18+),,derived_cov_age,16.0,96.0,10013,0.002097,2026-09-01
szabo_2025_molbi,Adult (18+),,derived_cov_age,25.0,82.0,184,0.0,2026-09-01
spain_2026_love_gestures,Adult (18+),,derived_cov_age,18.0,98.0,5006,0.0,2026-09-01
spain_2026_love_association,Adult (18+),,derived_cov_age,18.0,98.0,5006,0.0,2026-09-01
szabo_2025_wellbeing,Adult (18+),,derived_cov_age,25.0,82.0,184,0.0,2026-09-01
szabo_2025_passion,Adult (18+),,derived_cov_age,25.0,82.0,184,0.0,2026-09-01
spq_kay_2025,Adult (18+),,derived_cov_age,18.0,81.0,492,0.0,2026-09-01
spain_2026_love_attitudes,Adult (18+),,derived_cov_age,18.0,98.0,5007,0.0,2026-09-01
spain_2026_international_threat,Adult (18+),,derived_cov_age,18.0,95.0,5998,0.0,2026-09-01
spain_2026_love_importance,Adult (18+),,derived_cov_age,18.0,98.0,5007,0.0,2026-09-01
szabo_2025_family_conflict,Adult (18+),,derived_cov_age,25.0,82.0,184,0.0,2026-09-01
spain_2026_love_apps,Adult (18+),,derived_cov_age,18.0,98.0,4579,0.0,2026-09-01
spain_2026_love_usage,Adult (18+),,derived_cov_age,18.0,98.0,5003,0.0,2026-09-01
ssd12_habib_2025,Adult (18+),,derived_cov_age,18.0,65.0,200,0.0,2026-09-01
spain_2026_international_un,Adult (18+),,derived_cov_age,18.0,95.0,5999,0.0,2026-09-01
spalex_aguasvivas_2020,Adult (18+),,derived_cov_age,1.0,115.0,167096,0.002657,2026-09-01
taylorabdulai_2025_incentives,Adult (18+),,derived_cov_age,16.0,75.0,377,0.005305,2026-09-01
taylorabdulai_2025_stop_behavior,Adult (18+),,derived_cov_age,16.0,75.0,377,0.005305,2026-09-01
taylorabdulai_2025_info_source,Adult (18+),,derived_cov_age,16.0,75.0,377,0.005305,2026-09-01
teacherjudgements_lohmann_2026_selfconcept,Adult (18+),,derived_cov_age,18.0,47.0,315,0.0,2026-09-01
taylorabdulai_2025_conspiracy,Adult (18+),,derived_cov_age,17.0,69.0,253,0.003953,2026-09-01
teicher_2015_mace_distress_helpless,Adult (18+),,derived_cov_age,18.20396988,27.14579055,924,0.0,2026-09-01
teacherjudgements_lohmann_2026_conscientiousness,Adult (18+),,derived_cov_age,18.0,47.0,315,0.0,2026-09-01
teicher_2015_mace_nonverbal,Adult (18+),,derived_cov_age,18.20396988,27.14579055,1051,0.0,2026-09-01
tang_2024_outcome_expectations,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1675,0.133134,2026-09-01
teicher_2015_mace_emot_neglect,Adult (18+),,derived_cov_age,18.20396988,27.14579055,1051,0.0,2026-09-01
teicher_2015_mace_distress_terrified,Adult (18+),,derived_cov_age,18.20396988,27.14579055,924,0.0,2026-09-01
teacherjudgements_lohmann_2026_motivation,Adult (18+),,derived_cov_age,18.0,47.0,315,0.0,2026-09-01
tang_2024_swls,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1675,0.133134,2026-09-01
tang_2024_caregiver_child_conflict,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1672,0.132177,2026-09-01
tang_2024_caregiver_child_attachment,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1675,0.133134,2026-09-01
tang_2024_academic_satisfaction,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1673,0.133293,2026-09-01
tang_2024_panas_negative,Mixed,Adolescent (12-18y),derived_cov_age,15.0,21.0,1675,0.133134,2026-09-01
