cbi1,cbi2,cbi3,cbi4,cbi5,cbi6,cbi7,cbi8,cbi9,cbi10,cbi11,cbi12,cbi13,cbi14,cbi15,cbi16,cbi17,cbi18,cbi19,cbi20,cbi21,cbi22,cbi23,cbi24,cbi25,cbi26,cbi27,cbi28,age,gender,study,id
1,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,18.0,1,BigStudy,student_962
3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20.0,1,BigStudy,student_963
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18.0,1,BigStudy,student_964
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,30.0,1,BigStudy,student_965
0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,23.0,1,BigStudy,student_966
1,3,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,22.0,1,BigStudy,student_967
1,3,0,1,3,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,25.0,1,BigStudy,student_968
3,3,1,0,1,0,3,0,1,0,0,0,1,0,1,2,3,3,3,3,3,1,3,1,0,3,1,0,30.0,1,BigStudy,student_969
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,22.0,1,BigStudy,student_970
3,3,1,1,1,0,0,0,1,1,2,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,29.0,1,BigStudy,student_971
2,2,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,18.0,1,BigStudy,student_972
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,19.0,1,BigStudy,student_973
0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,30.0,1,BigStudy,student_974
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,22.0,1,BigStudy,student_975
0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,20.0,1,BigStudy,student_976
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1,BigStudy,student_977
0,3,1,1,3,2,1,0,3,0,0,0,0,1,1,1,0,0,0,3,1,1,1,3,0,0,3,0,20.0,0,BigStudy,student_978
0,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,23.0,1,BigStudy,student_979
1,2,1,0,1,0,1,0,3,1,1,0,1,0,0,1,1,0,1,3,3,3,0,0,3,0,1,0,33.0,0,BigStudy,student_980
2,0,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,20.0,1,BigStudy,student_981
0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.0,1,BigStudy,student_982
0,3,1,1,3,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,1,0,2,23.0,1,BigStudy,student_983
0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,21.0,1,BigStudy,student_984
1,1,0,0,0,0,0,3,1,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,1,0,1,53.0,1,BigStudy,student_985
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,22.0,1,BigStudy,student_986
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,1,BigStudy,student_987
0,3,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,22.0,1,BigStudy,student_988
0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,18.0,1,BigStudy,student_989
0,1,3,1,0,2,2,0,0,0,1,0,0,2,1,3,1,0,3,0,0,1,0,3,3,0,0,2,20.0,0,BigStudy,student_990
0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_991
0,3,1,0,3,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,19.0,1,BigStudy,student_992
0,2,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,19.0,1,BigStudy,student_993
1,1,0,1,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,18.0,0,BigStudy,student_994
1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,3,0,0,0,0,2,23.0,1,BigStudy,student_995
2,0,1,0,3,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,3,1,1,2,2,2,0,1,18.0,1,BigStudy,student_996
2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,21.0,1,BigStudy,student_997
3,3,0,0,3,0,0,0,2,0,1,0,0,2,0,0,2,2,2,0,2,0,1,0,0,2,0,3,21.0,1,BigStudy,student_998
3,2,0,0,3,0,0,0,3,0,1,0,0,0,0,0,1,1,2,0,0,0,3,1,0,0,0,1,18.0,1,BigStudy,student_999
2,2,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,19.0,0,BigStudy,student_1000
0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,20.0,1,BigStudy,student_1001
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,1,BigStudy,student_1002
0,3,0,0,2,0,0,0,0,0,1,0,2,1,0,0,2,2,0,3,0,1,1,0,0,0,1,2,22.0,1,BigStudy,student_1003
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,22.0,1,BigStudy,student_1004
2,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,2,0,0,0,1,23.0,1,BigStudy,student_1005
2,3,0,3,3,0,0,0,2,2,1,0,0,3,2,3,2,2,0,0,2,1,3,2,0,1,1,2,20.0,1,BigStudy,student_1006
0,3,1,3,2,3,3,3,3,3,2,3,0,3,0,2,0,2,3,0,3,0,3,1,3,0,0,1,22.0,1,BigStudy,student_1007
0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,26.0,1,BigStudy,student_1008
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,1,24.0,1,BigStudy,student_1009
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0,1,BigStudy,student_1010
2,3,0,2,3,0,0,1,1,1,0,0,0,1,0,0,1,2,1,0,0,2,1,0,0,0,0,2,21.0,1,BigStudy,student_1011
1,2,1,1,2,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,26.0,1,BigStudy,student_1012
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,BigStudy,student_1013
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,19.0,0,BigStudy,student_1014
3,3,0,0,2,0,0,0,0,0,1,1,0,2,0,3,1,3,0,0,0,0,2,0,0,1,2,1,19.0,1,BigStudy,student_1015
0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,19.0,1,BigStudy,student_1016
1,0,0,0,1,0,1,0,1,0,0,0,0,3,1,0,2,3,3,2,2,0,3,0,0,2,0,1,19.0,1,BigStudy,student_1017
0,2,1,1,3,3,0,0,1,0,0,1,2,1,1,1,2,3,0,1,1,0,2,0,0,0,2,3,52.0,1,BigStudy,student_1018
0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,21.0,1,BigStudy,student_1019
1,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,38.0,1,BigStudy,student_1020
2,0,0,1,1,0,0,1,3,1,1,0,0,1,0,0,0,0,2,3,3,0,0,0,0,1,0,0,22.0,1,BigStudy,student_1021
1,1,0,1,1,1,2,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,24.0,0,BigStudy,student_1022
1,3,2,0,2,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,1,1,0,19.0,1,BigStudy,student_1023
3,3,0,1,2,0,2,0,3,0,2,0,1,1,1,2,2,2,2,2,2,0,3,0,0,1,1,2,24.0,1,BigStudy,student_1024
2,3,0,1,3,0,0,2,3,1,1,0,0,0,0,0,2,1,1,3,2,1,2,0,0,1,0,1,21.0,1,BigStudy,student_1025
1,2,0,1,2,0,0,0,3,0,1,1,0,1,0,1,1,2,2,3,1,0,3,1,0,1,0,0,19.0,1,BigStudy,student_1026
1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,19.0,1,BigStudy,student_1027
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,BigStudy,student_1028
1,2,0,1,2,0,0,0,2,0,3,0,0,0,0,1,1,2,1,0,0,1,3,3,0,0,1,2,20.0,1,BigStudy,student_1029
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21.0,1,BigStudy,student_1030
1,1,0,1,2,1,3,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,23.0,0,BigStudy,student_1031
0,1,2,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,20.0,0,BigStudy,student_1032
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,BigStudy,student_1033
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.0,0,BigStudy,student_1034
1,2,0,1,3,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,2,2,0,2,1,2,18.0,1,BigStudy,student_1035
2,1,1,1,2,2,2,1,1,2,2,3,3,3,3,1,2,2,2,1,1,1,2,2,2,1,3,1,22.0,1,BigStudy,student_1036
2,2,1,1,2,1,0,1,3,0,2,2,3,3,0,2,2,3,2,2,1,1,2,3,1,1,3,3,19.0,1,BigStudy,student_1037
2,2,0,1,3,0,0,0,1,0,1,1,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,1,21.0,1,BigStudy,student_1038
1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,2,0,0,1,0,0,0,0,0,19.0,1,BigStudy,student_1039
2,3,1,1,1,1,3,1,1,0,3,2,1,1,0,3,1,2,3,0,0,1,3,3,2,2,1,2,19.0,1,BigStudy,student_1040
0,2,0,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_1041
1,1,0,0,1,0,0,1,2,0,1,0,0,2,0,0,1,0,0,2,2,0,1,0,1,1,0,0,20.0,1,BigStudy,student_1042
0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,20.0,1,BigStudy,student_1043
0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,25.0,0,BigStudy,student_1044
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,19.0,1,BigStudy,student_1045
0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.0,0,BigStudy,student_1046
3,3,2,2,3,1,1,1,3,0,3,3,3,2,2,3,3,3,3,3,1,3,3,3,0,3,3,3,19.0,1,BigStudy,student_1047
1,3,1,1,3,1,1,1,3,1,1,0,1,2,0,1,0,2,1,2,1,1,2,1,0,2,2,1,19.0,1,BigStudy,student_1048
3,1,0,0,3,0,2,3,3,0,0,0,0,0,0,3,0,0,3,0,3,3,3,0,0,1,2,0,19.0,1,BigStudy,student_1049
3,3,1,1,3,1,1,1,3,3,3,1,1,0,0,0,1,2,3,3,3,1,2,0,0,1,0,1,22.0,1,BigStudy,student_1050
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,51.0,0,BigStudy,student_1051
0,1,0,0,1,0,0,0,2,0,3,0,1,1,0,0,0,0,2,0,0,3,0,0,0,1,0,0,19.0,1,BigStudy,student_1052
2,2,2,2,2,0,2,1,1,1,1,0,1,1,1,2,2,2,3,2,1,1,1,2,2,1,0,1,18.0,1,BigStudy,student_1053
0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,19.0,1,BigStudy,student_1054
3,3,1,3,3,1,2,0,3,0,3,3,3,0,0,0,3,3,3,1,1,3,3,0,0,0,3,3,22.0,1,BigStudy,student_1055
2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,20.0,1,BigStudy,student_1056
3,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,0,0,2,0,2,19.0,1,BigStudy,student_1057
1,3,0,3,3,1,0,1,1,0,3,1,1,1,0,2,0,0,0,0,0,0,1,0,0,2,0,0,20.0,1,BigStudy,student_1058
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_1059
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.0,1,BigStudy,student_1060
2,0,1,0,1,0,0,0,3,0,0,0,3,1,0,1,1,3,3,3,2,2,2,1,1,2,1,2,20.0,0,BigStudy,student_1061
0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,23.0,1,BigStudy,student_1062
0,2,1,1,2,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,30.0,1,BigStudy,student_1063
1,1,0,0,0,0,1,1,1,2,0,2,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,2,18.0,1,BigStudy,student_1064
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,20.0,1,BigStudy,student_1065
1,3,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.0,1,BigStudy,student_1066
1,1,0,1,1,0,0,0,3,3,1,1,0,2,0,1,1,2,2,2,2,0,2,1,0,1,1,1,19.0,1,BigStudy,student_1067
1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0,1,BigStudy,student_1068
1,3,3,1,1,0,0,0,2,0,1,0,0,0,0,0,3,3,0,0,0,2,3,1,0,0,0,3,19.0,1,BigStudy,student_1069
1,3,1,0,3,0,0,3,3,2,0,0,0,3,0,0,3,3,0,3,3,3,3,0,0,3,0,3,31.0,1,BigStudy,student_1070
2,3,0,1,3,1,1,2,3,0,2,0,0,0,0,2,1,0,1,2,2,1,2,0,0,1,1,1,20.0,1,BigStudy,student_1071
1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,22.0,1,BigStudy,student_1072
0,1,0,1,2,1,1,2,2,0,1,1,2,2,0,2,2,1,2,2,2,2,2,1,2,0,0,2,20.0,1,BigStudy,student_1073
3,1,0,0,2,1,2,0,0,0,1,1,0,3,1,3,1,0,3,0,0,0,2,3,0,3,2,0,24.0,1,BigStudy,student_1074
3,0,0,2,3,1,0,3,0,0,2,0,1,2,0,1,0,3,3,1,1,0,0,2,0,2,2,2,27.0,1,BigStudy,student_1075
1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,18.0,1,BigStudy,student_1076
2,0,3,0,1,0,0,1,1,0,2,1,0,3,1,1,2,1,2,0,0,0,3,1,0,1,0,1,22.0,1,BigStudy,student_1077
0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,20.0,1,BigStudy,student_1078
1,3,0,1,2,1,1,2,2,0,2,0,1,3,0,0,3,1,3,1,0,3,2,1,0,1,0,3,20.0,1,BigStudy,student_1079
0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,2,0,21.0,0,BigStudy,student_1080
0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,20.0,1,BigStudy,student_1081
3,3,0,1,2,2,0,0,1,0,1,1,0,1,0,0,0,3,1,0,1,0,3,1,0,0,0,0,18.0,1,BigStudy,student_1082
0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,27.0,0,BigStudy,student_1083
1,1,0,3,2,0,1,1,3,0,0,0,1,0,0,1,1,1,1,0,3,0,3,0,1,0,1,0,19.0,1,BigStudy,student_1084
2,3,0,1,2,2,0,1,1,0,1,0,1,1,0,2,2,1,0,1,1,0,2,0,0,0,0,1,20.0,1,BigStudy,student_1085
1,1,0,0,1,0,2,1,3,0,3,1,0,1,0,1,1,1,3,1,2,1,1,1,1,1,3,0,22.0,0,BigStudy,student_1086
3,2,2,3,2,2,3,1,1,1,2,2,2,3,3,3,2,1,3,3,3,2,3,3,3,2,3,3,20.0,1,BigStudy,student_1087
3,2,0,0,3,1,1,0,3,0,1,1,0,3,0,1,1,3,3,2,1,0,3,1,1,2,0,0,20.0,1,BigStudy,student_1088
0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,BigStudy,student_1089
0,3,0,1,1,0,0,0,2,0,0,0,0,3,0,1,2,0,0,0,0,0,2,1,0,0,0,0,21.0,1,BigStudy,student_1090
0,1,0,1,1,0,0,0,3,0,2,0,0,0,0,0,1,1,1,3,3,0,0,1,0,1,0,1,21.0,0,BigStudy,student_1091
3,2,3,3,3,0,3,1,3,1,1,1,1,1,2,2,2,1,3,3,2,3,1,2,0,3,3,3,29.0,0,BigStudy,student_1092
0,1,1,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,20.0,0,BigStudy,student_1093
0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,1,0,1,19.0,1,BigStudy,student_1094
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,BigStudy,student_1095
2,2,2,2,2,2,1,0,0,0,0,0,0,2,0,0,0,2,1,3,0,0,0,0,0,0,2,0,20.0,0,BigStudy,student_1096
0,1,0,1,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,18.0,1,BigStudy,student_1097
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,20.0,0,BigStudy,student_1098
1,3,1,1,2,1,1,0,1,0,2,2,1,0,0,1,0,0,2,0,1,0,3,1,0,1,0,0,19.0,1,BigStudy,student_1099
1,1,2,3,0,1,2,2,2,2,1,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_1100
0,1,0,1,2,1,0,0,3,0,1,0,1,1,0,1,0,0,1,3,0,1,3,1,0,1,1,1,18.0,1,BigStudy,student_1101
1,2,1,0,1,1,1,0,1,1,1,1,1,1,1,1,3,0,0,3,3,1,1,1,1,2,3,3,19.0,0,BigStudy,student_1102
1,2,1,1,2,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2,0,0,1,0,0,2,0,2,20.0,0,BigStudy,student_1103
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,2,2,19.0,1,BigStudy,student_1104
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_1105
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0,0,BigStudy,student_1106
1,3,1,1,3,0,1,1,0,0,1,0,0,0,0,1,1,1,2,0,2,0,2,0,0,0,0,2,18.0,1,BigStudy,student_1107
1,1,3,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,19.0,0,BigStudy,student_1108
3,3,1,2,3,3,3,0,2,2,2,1,2,2,0,1,3,3,3,3,3,1,3,2,1,1,3,3,18.0,1,BigStudy,student_1109
1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,2,1,1,1,1,0,0,1,1,2,19.0,0,BigStudy,student_1110
1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,3,1,1,0,3,0,0,2,0,0,20.0,1,BigStudy,student_1111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_1112
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,25.0,1,BigStudy,student_1113
2,3,2,2,3,2,1,3,3,2,2,1,3,2,2,2,2,3,3,3,3,3,3,1,1,3,3,3,19.0,1,BigStudy,student_1114
3,3,0,2,3,0,0,3,3,3,1,0,1,3,0,0,0,0,3,3,3,3,1,1,1,3,1,1,25.0,0,BigStudy,student_1115
0,3,3,1,3,0,0,2,0,0,2,0,2,0,0,1,0,2,1,0,2,0,2,1,1,0,2,0,20.0,1,BigStudy,student_1116
1,1,1,1,2,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,2,0,18.0,0,BigStudy,student_1117
0,0,0,1,1,0,0,0,3,0,1,0,0,2,0,0,0,1,0,2,2,0,3,1,1,1,0,0,23.0,1,BigStudy,student_1118
1,1,1,0,2,0,1,0,3,0,0,0,0,1,0,2,0,1,3,0,2,0,3,2,0,3,1,1,22.0,1,BigStudy,student_1119
0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,24.0,1,BigStudy,student_1120
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19.0,0,BigStudy,student_1121
1,3,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,19.0,1,BigStudy,student_1122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_1123
2,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,3,1,23.0,0,BigStudy,student_1124
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,3,28.0,0,BigStudy,student_1125
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_1126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,BigStudy,student_1127
1,0,0,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,3,2,19.0,0,BigStudy,student_1128
0,0,3,0,0,1,0,0,3,0,0,0,3,0,0,1,0,0,0,2,2,3,3,0,0,0,0,0,32.0,1,BigStudy,student_1129
1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,19.0,0,BigStudy,student_1130
2,1,2,0,3,3,2,0,2,2,1,1,2,3,0,3,0,0,0,2,3,1,1,1,0,3,2,0,21.0,0,BigStudy,student_1131
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19.0,0,BigStudy,student_1132
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,0,BigStudy,student_1133
0,3,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,20.0,1,BigStudy,student_1134
0,3,0,2,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,2,25.0,1,BigStudy,student_1135
1,2,0,1,3,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,21.0,1,BigStudy,student_1136
1,1,1,0,0,1,1,1,1,2,1,2,1,1,1,1,1,0,0,1,2,2,2,2,1,1,1,2,23.0,1,BigStudy,student_1137
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1,BigStudy,student_1138
1,2,1,2,3,1,2,0,0,2,3,3,2,0,2,3,1,3,3,0,1,0,3,2,1,3,2,3,19.0,1,BigStudy,student_1139
1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,18.0,0,BigStudy,student_1140
0,1,0,0,2,0,1,0,1,0,1,1,0,0,1,0,1,1,3,0,0,0,2,1,0,0,0,2,21.0,1,BigStudy,student_1141
0,0,0,1,2,0,0,0,3,0,0,0,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,23.0,1,BigStudy,student_1142
0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,23.0,0,BigStudy,student_1143
2,1,2,2,2,1,2,2,2,1,3,2,2,2,1,2,1,3,2,1,2,2,1,0,0,0,0,0,22.0,1,BigStudy,student_1144
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,19.0,1,BigStudy,student_1145
0,0,2,2,1,0,0,0,2,0,1,0,3,3,0,0,0,0,0,1,1,0,1,0,0,2,1,1,19.0,0,BigStudy,student_1146
0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,18.0,1,BigStudy,student_1147
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23.0,1,BigStudy,student_1148
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1,BigStudy,student_1149
2,3,0,1,1,1,2,1,3,0,1,1,1,3,0,0,2,0,3,3,3,0,1,2,0,3,1,3,19.0,0,BigStudy,student_1150
3,3,1,0,3,1,0,0,0,0,0,1,1,0,1,2,0,2,3,0,0,0,1,0,0,3,2,1,30.0,1,BigStudy,student_1151
