table,check,severity,message,n_rows,n_items,n_participants
SPQVS_Barnby_2017_OLIFE,name_charset,warn,"table name 'SPQVS_Barnby_2017_OLIFE' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",8022,42,191
SPQVS_Barnby_2017_SENPQ,imputed_values*,warn,Item 'SENPQ1' has one resp value accounting for 71% of responses — possible mean imputation.,3056,16,191
SPQVS_Barnby_2017_SENPQ,name_charset,warn,"table name 'SPQVS_Barnby_2017_SENPQ' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",3056,16,191
SPQVS_Barnby_2017_SIAS,name_charset,warn,"table name 'SPQVS_Barnby_2017_SIAS' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",3820,20,191
SPQVS_Barnby_2017_WHO,name_charset,warn,"table name 'SPQVS_Barnby_2017_WHO' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",955,5,191
SV-MAIA2_Randelovic_2021_DASS,resp_na,warn,resp has 17 NAs,4288,21,205
SV-MAIA2_Randelovic_2021_DASS,imputed_values*,warn,Item 'DASS_15' has one resp value accounting for 68% of responses — possible mean imputation.,4288,21,205
SV-MAIA2_Randelovic_2021_DASS,name_charset,warn,"table name 'SV-MAIA2_Randelovic_2021_DASS' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",4288,21,205
SV-MAIA2_Randelovic_2021_DASS,column_order,warn,"columns start ['date', 'id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",4288,21,205
SV-MAIA2_Randelovic_2021_ERQ,name_charset,warn,"table name 'SV-MAIA2_Randelovic_2021_ERQ' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",2030,10,203
SV-MAIA2_Randelovic_2021_ERQ,column_order,warn,"columns start ['date', 'id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",2030,10,203
SV-MAIA2_Randelovic_2021_MAAS,name_charset,warn,"table name 'SV-MAIA2_Randelovic_2021_MAAS' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",3135,15,209
SV-MAIA2_Randelovic_2021_MAAS,column_order,warn,"columns start ['date', 'id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",3135,15,209
SV-MAIA2_Randelovic_2021_MAIA,resp_na,warn,resp has 5846 NAs,19240,37,449
SV-MAIA2_Randelovic_2021_MAIA,dup_id_item,warn,"8473 duplicate id+item rows (longitudinal column ['wave', 'date'] present — likely ok)",19240,37,449
SV-MAIA2_Randelovic_2021_MAIA,date_numeric*,warn,date column is not numeric — IRW requires Unix seconds (or seconds since first observation),19240,37,449
SV-MAIA2_Randelovic_2021_MAIA,name_charset,warn,"table name 'SV-MAIA2_Randelovic_2021_MAIA' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",19240,37,449
SV-MAIA2_Randelovic_2021_MAIA,column_order,warn,"columns start ['date', 'id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",19240,37,449
SV-MAIA2_Randelovic_2021_SHS,resp_na,warn,resp has 64 NAs,2012,8,433
SV-MAIA2_Randelovic_2021_SHS,date_numeric*,warn,date column is not numeric — IRW requires Unix seconds (or seconds since first observation),2012,8,433
SV-MAIA2_Randelovic_2021_SHS,name_charset,warn,"table name 'SV-MAIA2_Randelovic_2021_SHS' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",2012,8,433
SV-MAIA2_Randelovic_2021_delta,imputed_values*,warn,Item 'Delta10' has one resp value accounting for 70% of responses — possible mean imputation.,26160,120,218
SV-MAIA2_Randelovic_2021_delta,name_charset,warn,"table name 'SV-MAIA2_Randelovic_2021_delta' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",26160,120,218
SV-MAIA2_Randelovic_2021_hexaco100,imputed_values*,warn,Item 'hexaco19' has one resp value accounting for 65% of responses — possible mean imputation.,21700,100,217
SV-MAIA2_Randelovic_2021_hexaco100,name_charset,warn,"table name 'SV-MAIA2_Randelovic_2021_hexaco100' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",21700,100,217
SV-MAIA2_Randelovic_2021_hexaco60,resp_na,warn,resp has 199 NAs,8081,60,138
SV-MAIA2_Randelovic_2021_hexaco60,imputed_values*,warn,Item 'HEXACO_60_37' has one resp value accounting for 62% of responses — possible mean imputation.,8081,60,138
SV-MAIA2_Randelovic_2021_hexaco60,name_charset,warn,"table name 'SV-MAIA2_Randelovic_2021_hexaco60' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",8081,60,138
SV-MAIA2_Randelovic_2021_hexaco60,column_order,warn,"columns start ['date', 'id', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",8081,60,138
VCISM_Polish_Trzcinska_2023,resp_na,warn,resp has 3 NAs,2067,12,104
VCISM_Polish_Trzcinska_2023,dup_id_item,warn,822 duplicate id+item rows (longitudinal column ['wave'] present — likely ok),2067,12,104
VCISM_Polish_Trzcinska_2023,name_charset,warn,"table name 'VCISM_Polish_Trzcinska_2023' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",2067,12,104
VEI_Brazillian_Shiramizu_2018_EI,resp_na,warn,resp has 39 NAs,9733,14,697
VEI_Brazillian_Shiramizu_2018_EI,imputed_values*,warn,Item 'Empathy_Item_3' has one resp value accounting for 63% of responses — possible mean imputation.,9733,14,697
VEI_Brazillian_Shiramizu_2018_EI,multi_scale*,warn,"Item names suggest 2 subscales (['empathy', 'behavioral']) — IRW requires separate tables per construct.",9733,14,697
VEI_Brazillian_Shiramizu_2018_EI,name_charset,warn,"table name 'VEI_Brazillian_Shiramizu_2018_EI' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",9733,14,697
VEI_Brazillian_Shiramizu_2018_IRI,resp_na,warn,resp has 45 NAs,19499,28,698
VEI_Brazillian_Shiramizu_2018_IRI,imputed_values*,warn,Item 'Concern_Item_2' has one resp value accounting for 67% of responses — possible mean imputation.,19499,28,698
VEI_Brazillian_Shiramizu_2018_IRI,multi_scale*,warn,"Item names suggest 4 subscales (['fantasy', 'personal', 'concern', 'perspective']) — IRW requires separate tables per construct.",19499,28,698
VEI_Brazillian_Shiramizu_2018_IRI,name_charset,warn,"table name 'VEI_Brazillian_Shiramizu_2018_IRI' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",19499,28,698
VSOCFP_Sebo_2024,resp_na,warn,resp has 35 NAs,6317,8,794
VSOCFP_Sebo_2024,name_charset,warn,"table name 'VSOCFP_Sebo_2024' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",6317,8,794
Veterans.Affairs.SSVF.Survey.2016-17,dup_id_item,error,91043 duplicate id+item rows with no wave/timepoint/date column,340723,59,5809
Veterans.Affairs.SSVF.Survey.2016-17,imputed_values*,warn,Item '2' has one resp value accounting for 75% of responses — possible mean imputation.,340723,59,5809
Veterans.Affairs.SSVF.Survey.2016-17,resp_scale_mixed,warn,"items span more than one response scale: 37 on 1-2 and 21 on ['1-5', '1-4']. IRW requires one table per construct; split before submitting.",340723,59,5809
Veterans.Affairs.SSVF.Survey.2016-17,name_charset,warn,"table name 'Veterans.Affairs.SSVF.Survey.2016-17' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",340723,59,5809
Veterans.Affairs.SSVF.Survey.2018-20,resp_na,warn,resp has 476509 NAs,998860,53,26347
Veterans.Affairs.SSVF.Survey.2018-20,imputed_values*,warn,Item '2' has one resp value accounting for 75% of responses — possible mean imputation.,998860,53,26347
Veterans.Affairs.SSVF.Survey.2018-20,resp_scale_mixed,warn,"items span more than one response scale: 33 on 1-2 and 20 on ['1-5', '1-4']. IRW requires one table per construct; split before submitting.",998860,53,26347
Veterans.Affairs.SSVF.Survey.2018-20,name_charset,warn,"table name 'Veterans.Affairs.SSVF.Survey.2018-20' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",998860,53,26347
WMD_bartczuk_2023,resp_na,warn,resp has 44 NAs,12892,24,539
WMD_bartczuk_2023,imputed_values*,warn,Item 'WMDS01' has one resp value accounting for 65% of responses — possible mean imputation.,12892,24,539
WMD_bartczuk_2023,name_charset,warn,"table name 'WMD_bartczuk_2023' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",12892,24,539
WMI_Read_Han,imputed_values*,warn,Item 'R1_3' has one resp value accounting for 85% of responses — possible mean imputation.,3960,15,264
WMI_Read_Han,resp_scale_mixed,warn,"items span more than one response scale: 3 on 0-3 and 12 on ['0-4', '0-5', '0-6']. IRW requires one table per construct; split before submitting.",3960,15,264
WMI_Read_Han,name_charset,warn,"table name 'WMI_Read_Han' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",3960,15,264
WMI_Rot_Han,imputed_values*,warn,Item 'Rot1_2' has one resp value accounting for 92% of responses — possible mean imputation.,3144,12,262
WMI_Rot_Han,resp_scale_mixed,warn,"items span more than one response scale: 3 on 0-2 and 9 on ['0-3', '0-4', '0-5']. IRW requires one table per construct; split before submitting.",3144,12,262
WMI_Rot_Han,name_charset,warn,"table name 'WMI_Rot_Han' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",3144,12,262
aappss_malpas_2019_scl,resp_na,warn,resp has 182 NAs,54808,90,611
aappss_malpas_2019_scl,imputed_values*,warn,Item 'SCL07' has one resp value accounting for 77% of responses — possible mean imputation.,54808,90,611
aappss_malpas_2019_scl,column_order,warn,"columns start ['id', 'cov_gender', 'cov_VEM_diagnosis_general']; datastandard.md step 7 writes [id, item, resp] + covariates.",54808,90,611
abortion,imputed_values*,warn,Item 'item_3' has one resp value accounting for 64% of responses — possible mean imputation.,1516,4,379
acl_mokken,imputed_values*,warn,Item 'apathetic*' has one resp value accounting for 61% of responses — possible mean imputation.,94394,218,433
acl_mokken,column_order,warn,"columns start ['id', 'item', 'scale']; datastandard.md step 7 writes [id, item, resp] + covariates.",94394,218,433
ada_boredom_bieleke2022,,ok,,6360,10,636
aestheticfluency_cotter2023,resp_na,warn,resp has 15 NAs,89265,36,2480
aestheticfluency_cotter2023,imputed_values*,warn,Item '1' has one resp value accounting for 87% of responses — possible mean imputation.,89265,36,2480
afps_vangsness_2019,,ok,,2077,9,231
aip_vangsness_2019,imputed_values*,warn,Item 'AIP_10' has one resp value accounting for 79% of responses — possible mean imputation.,2552,11,232
alcoholresearch_sumscore,imputed_values*,warn,Item 'Q1' has one resp value accounting for 68% of responses — possible mean imputation.,4660,20,233
alcoholstroop_jones2024,dup_id_item,error,21840 duplicate id+item rows with no wave/timepoint/date column,26208,28,156
alcoholstroop_jones2024,imputed_values*,warn,Item 'ALCOHOL' has one resp value accounting for 95% of responses — possible mean imputation.,26208,28,156
alcoholstroop_jones2024,column_order,warn,"columns start ['id', 'trialnum', 'stimulus']; datastandard.md step 7 writes [id, item, resp] + covariates.",26208,28,156
american_multiracial_face,imputed_values*,warn,Item '131' has one resp value accounting for 61% of responses — possible mean imputation.,117880,2252,1145
andrich_mudfold,imputed_values*,warn,Item 'CRIMDESERV' has one resp value accounting for 65% of responses — possible mean imputation.,432,8,54
andrich_mudfold,sample_floor,warn,"54 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",432,8,54
anxiety_gastro_symptoms,,ok,,5730,15,382
anxiety_lordif,imputed_values*,warn,Item 'R1' has one resp value accounting for 68% of responses — possible mean imputation.,22214,29,766
aps_vangsness_2019,,ok,,3710,16,232
art,imputed_values*,warn,Item 'Anne McCaffrey' has one resp value accounting for 78% of responses — possible mean imputation.,70100,50,1402
artistic_preferences,resp_na,warn,resp has 1291 NAs,1038909,56,18575
artistic_preferences,imputed_values*,warn,Item '41' has one resp value accounting for 95% of responses — possible mean imputation.,1038909,56,18575
artistic_preferences,rt_numeric*,warn,rt column is not numeric,1038909,56,18575
artistic_preferences,resp_scale_mixed,warn,"items span more than one response scale: 30 on 1.0-5.0 and 26 on ['1.0-7.0', '0.0-1.0']. IRW requires one table per construct; split before submitting.",1038909,56,18575
aslec_insomnia_wang2025,size_skipped,info,32 MB exceeds --max-mb=8; not opened. Re-run with a higher cap when the machine is idle.,,,
audit_BrummerHoffman_2021,imputed_values*,warn,Item 'audit_number_drinks' has one resp value accounting for 64% of responses — possible mean imputation.,5484,3,1828
audit_BrummerHoffman_2021,name_charset,warn,"table name 'audit_BrummerHoffman_2021' is not lowercase [a-z0-9_.] -- Redivis keeps the case but every client lowercases when joining, so a capitalised name silently drops out of case-sensitive joins.",5484,3,1828
audit_BrummerHoffman_2021,column_order,warn,"columns start ['id', 'group', 'date']; datastandard.md step 7 writes [id, item, resp] + covariates.",5484,3,1828
autonomysupport_mokken,dup_id_item,error,1715 duplicate id+item rows with no wave/timepoint/date column,1813,7,14
autonomysupport_mokken,sample_floor,warn,"14 unique ids; datastandard.md sets a flat floor of 100 with no judgment call in between. Warn rather than block: the floor governs what to accept, not what is already published.",1813,7,14
autonomysupport_mokken,column_order,warn,"columns start ['id', 'rater', 'item']; datastandard.md step 7 writes [id, item, resp] + covariates.",1813,7,14
bae_boredom_bieleke2022,multi_scale*,warn,"Item names suggest 2 subscales (['esc', 'avo']) — IRW requires separate tables per construct.",10812,17,636
balance_mokken,imputed_values*,warn,Item 'CB1' has one resp value accounting for 67% of responses — possible mean imputation.,12100,25,484
balance_mokken,multi_scale*,warn,"Item names suggest 5 subscales (['cb', 'cd', 'cw', 'd']) — IRW requires separate tables per construct.",12100,25,484
