source,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files
plos,10.1371/journal.pone.0259094,"Staying informed without a cost: No effect of positive news media on stress reactivity, memory and affect in young adults",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259094,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.17605/OSF.IO/4ZX98,All data included in this article are available from the LONGPRÉ(2021)_data_OSF_deposit database accessible on Open Science Framework (OSF) following this DOI  10.17605/OSF.IO/4ZX98 .,https://doi.org/10.17605/OSF.IO/4ZX98,,,,,,
plos,10.1371/journal.pone.0301661,"A prospective study of mental wellbeing, quality of life, human-animal attachment, and grief among foster caregivers at animal shelters",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0301661,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.5061/dryad.5mkkwh7d6,The dataset supporting this paper is available at Dryad:  https://doi.org/10.5061/dryad.5mkkwh7d6 .,https://doi.org/10.5061/dryad.5mkkwh7d6,,,,,,
plos,10.1371/journal.pone.0014150,The Impact of Anxiety-Inducing Distraction on Cognitive Performance: A Combined Brain Imaging and Personality Investigation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0014150,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0280933,The experience of leaving a valuable object: An investigation of emotional processes related to Hoarding disorder features,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0280933,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.5281/zenodo.6835822,https://doi.org/10.5281/zenodo.6835822 .,https://doi.org/10.5281/zenodo.6835822,,,,,,
plos,10.1371/journal.pone.0181213,"Mind wandering during attention performance: Effects of ADHD-inattention symptomatology, negative mood, ruminative response style and working memory capacity",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0181213,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,Data are available from the Dutch Dataverse Network:  http://hdl.handle.net/10411/20895 .,,,,,,,
plos,10.1371/journal.pone.0255019,Development and preliminary validation of the Emotions while Learning an Instrument Scale (ELIS),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0255019,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: id_na, resp_direction* | SI caption: Minimal anonymized data set.   https://doi.org/10.1371/journ",All relevant data are within the paper and its  Supporting information  files.,,journal.pone.0255019_S2_File.sav,4018,2,5,401.8,0
plos,10.1371/journal.pone.0231332,Does quality of life return to pre-treatment levels five years after curative intent surgery for colorectal cancer? Evidence from the ColoREctal Wellbeing (CREW) study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0231332,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,The data underlying the results presented in the study are available from  http://www.horizons-hub.org.uk/access_data.html .,,,,,,,
plos,10.1371/journal.pone.0311009,Emotional distress and affective knowledge representation one year after the COVID-19 outbreak,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0311009,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://doi.org/10.17605/OSF.IO/EDQSP,The data supporting the findings of this study have been provided on the Open Science Framework (OSF) at DOI 10.17605/OSF.IO/EDQSP,https://doi.org/10.17605/OSF.IO/EDQSP,,,,,,
plos,10.1371/journal.pone.0006598,Worth the ‘EEfRT’? The Effort Expenditure for Rewards Task as an Objective Measure of Motivation and Anhedonia,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0006598,unknown,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0150058,"Maternal Prenatal Positive Affect, Depressive and Anxiety Symptoms and Birth Outcomes: The PREDO Study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0150058,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,Any interested researcher can obtain a de-identified dataset after having obtained an approval from the PREDO Study Board (steering committee). The researchers using the data are required to follow the terms of a number of clauses designed to ensure the protection of privacy and compliance with rele,,,,,,,
plos,10.1371/journal.pone.0291979,Inducing sad recognition bias: A novel emotional probabilistic reward task and its affective consequences,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0291979,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://osf.io/zmup4/,The data are available from the Open Science Framework ( https://osf.io/zmup4/ ).,https://osf.io/zmup4/,,,,,,
plos,10.1371/journal.pone.0125752,Rapid-Eye-Movement-Sleep (REM) Associated Enhancement of Working Memory Performance after a Daytime Nap,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0125752,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"Due to restrictions under the Human Research Ethics Committee, all data relevant to the findings of this study are available upon request and requests may be sent to Esther Yuet Ying Lau at  eyylau@hku.hk .",,,,,,,
plos,10.1371/journal.pone.0217848,Online validation of combined mood induction procedures,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217848,cc-by,human_assistance,"Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values* | SI caption: S2_Dataset_Study_1.    SPSS dataset study 1. 
  https://doi.",All relevant data are within the manuscript and its Supporting Information files.,,journal.pone.0217848_S2_File.sav,6730,106,69,0.9202,1
plos,10.1371/journal.pone.0191030,Acute ingestion of beetroot juice increases exhaled nitric oxide in healthy individuals,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0191030,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"The minimal data set to reproduce the relevant analyses includes an excess of three indirect identifiers outlined in the NIH guidelines and published recommendations (Hrynaszkiewicz et al., 2010), for human subject participants. Due to participant confidentiality concerns, data is available upon req",,,,,,,
plos,10.1371/journal.pone.0194559,Optimism and self-efficacy mediate the association between shyness and subjective well-being among Chinese working adults,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0194559,cc-by,good,"Passed (no errors); 3 note(s) to glance at before submitting. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: Participant-level data.    All reverse variables have been r",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0194559_S1_Table.xlsx,17056,208,82,1.0,0
plos,10.1371/journal.pone.0166737,Experimentally Assessed Reactive Aggression in Borderline Personality Disorder,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0166737,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://figshare.com/s/bdba648c2f179261c3bb,All raw data files are available from the figshare database ( https://figshare.com/s/bdba648c2f179261c3bb  Digital Object Identifier:  10.6084/m9.figshare.3555807 ).,https://figshare.com/s/bdba648c2f179261c3bb,,,,,,
plos,10.1371/journal.pone.0173439,Struggling toward reward: Recent experience of anhedonia interacts with motivation to predict reward pursuit in the face of a stressful manipulation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0173439,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Raw data file.   https://doi.org/10.1371/journal.pone.017343",All relevant data are within the paper and its Supporting Information file.,,journal.pone.0173439_S1_Dataset.csv,49000,70,14,50.0,0
plos,10.1371/journal.pone.0209012,Dissonance reduction as emotion regulation: Attitude change is related to positive emotions in the induced compliance paradigm,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0209012,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,"All files (materials, dataset etc.) are available at Open Science Framework via the following link:  osf.io/2rzm7 .",,,,,,,
plos,10.1371/journal.pone.0093382,Subjective Memory Evaluation before and after Temporal Lobe Epilepsy Surgery,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0093382,cc-by,no_usable_file,no tabular-format Supporting Information file on article page,,,,,,,,
plos,10.1371/journal.pone.0346872,A cross-sectional study on the impact of early systematic antidepressant therapy on positive/negative affect and impulsivity in euthymic bipolar disorder patients,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0346872,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Sociodemographic and clinical characteristics.   https://doi",All relevant data are within the manuscript and its  Supporting information  files.,,journal.pone.0346872_S1_Data.xlsx,1612,62,13,2.0,2
plos,10.1371/journal.pone.0155130,Intolerance of Uncertainty: A Temporary Experimental Induction Procedure,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0155130,cc-by,no_usable_file,no tabular-format Supporting Information file on article page; Data Availability points elsewhere: https://dx.doi.org/10.6084/m9.figshare.3084685.v1,Data are available from the Figshare Institutional Data Access:  https://dx.doi.org/10.6084/m9.figshare.3084685.v1 .,https://dx.doi.org/10.6084/m9.figshare.3084685.v1,,,,,,
