source,title,url,doi,flag,reasons,n_responses,n_participants,n_items,density,data_file,irw_file,n_other_files
dataverse,Policy Brief: Mindfulness-Based Interventions: Efficacy in Reducing Anxiety and Improving Cognitive Performance in Latin America - Statistical Database,https://doi.org/10.7910/DVN/XZ48Q4,10.7910/dvn/xz48q4,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Datasets underlying the paper Help me! Math anxiety is paralyzing me: Anxiety-based intellectual helplessness and students’ math achievement,https://doi.org/10.7910/DVN/XHT1RD,10.7910/dvn/xht1rd,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 1_Efficacy and safety of estradiol/dydrogesterone combined with escitalopram in the treatment of anxiety and depression in perimenopausal women: a randomized controlled trial.docx,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Efficacy_and_safety_of_estradiol_dydrogesterone_combined_with_escitalopram_in_the_treatment_of_anxiety_and_depression_in_perimenopausal_women_a_randomized_controlled_trial_docx/31921320,10.3389/fphys.2026.1728736.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Taiwan Depression Resilience,https://doi.org/10.7910/DVN/B1AMVG,10.7910/dvn/b1amvg,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Effects of Esketamine on Postoperative Hospital Anxiety and Depression Scale Scores,https://figshare.com/articles/dataset/Effects_of_Esketamine_on_Postoperative_Hospital_Anxiety_and_Depression_Scale_Scores/31891435,10.6084/m9.figshare.31891435.v2,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data Sheet 1_Personality traits, anxiety, depression, and peer-to-peer confirmation as correlates of e-learning motivation.docx",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Personality_traits_anxiety_depression_and_peer-to-peer_confirmation_as_correlates_of_e-learning_motivation_docx/31867834,10.3389/feduc.2026.1706979.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Mindfulness-Based Interventions: Efficacy in Reducing Anxiety and Improving Cognitive Performance in Latin America - Statistical Database,https://doi.org/10.7910/DVN/BR5HUF,10.7910/dvn/br5huf,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Disentangling depression in women with diabetes: evidence for measure-dependent associations with interleukin-4 and common inflammatory biomarkers.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Disentangling_depression_in_women_with_diabetes_evidence_for_measure-dependent_associations_with_interleukin-4_and_common_inflammatory_biomarkers_docx/31818745,10.3389/fpsyt.2026.1706953.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Table 1_Between coping resource and risk factor: ChatGPT and social media use in relation to anxiety, depression, and somatization.docx",https://frontiersin.figshare.com/articles/dataset/Table_1_Between_coping_resource_and_risk_factor_ChatGPT_and_social_media_use_in_relation_to_anxiety_depression_and_somatization_docx/31786942,10.3389/fhumd.2026.1722990.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Cognitive behavioral therapy combined with aripiprazole in the treatment of schizophrenia: effects on cognitive function and psychological state.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Cognitive_behavioral_therapy_combined_with_aripiprazole_in_the_treatment_of_schizophrenia_effects_on_cognitive_function_and_psychological_state_docx/31783042,10.3389/fpsyt.2026.1777230.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Table 1_Depression, anxiety, and sleep problems among Chinese university students enrolled in basketball elective courses: a network psychometric analysis.docx",https://frontiersin.figshare.com/articles/dataset/Table_1_Depression_anxiety_and_sleep_problems_among_Chinese_university_students_enrolled_in_basketball_elective_courses_a_network_psychometric_analysis_docx/31782043,10.3389/fpsyg.2026.1738600.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Toxoplasma gondii affects trait anxiety in adult ADHD.pdf,https://frontiersin.figshare.com/articles/dataset/Table_1_Toxoplasma_gondii_affects_trait_anxiety_in_adult_ADHD_pdf/31779997,10.3389/fpsyt.2026.1766562.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Supplementary file 1_More optimistic treatment expectations are associated with better outcomes through stronger group cohesion, but not dyadic alliance: results from a naturalistic day clinic study in complex depression.pdf",https://frontiersin.figshare.com/articles/dataset/Supplementary_file_1_More_optimistic_treatment_expectations_are_associated_with_better_outcomes_through_stronger_group_cohesion_but_not_dyadic_alliance_results_from_a_naturalistic_day_clinic_study_in_complex_depression_pdf/31779829,10.3389/fpsyt.2026.1756871.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Perceived stress and anxiety as mediators linking self-disclosure to post-abortion depressive symptoms.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Perceived_stress_and_anxiety_as_mediators_linking_self-disclosure_to_post-abortion_depressive_symptoms_docx/31779826,10.3389/fpsyt.2026.1766324.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Supplementary file 1_Assessing mental health, cognitive function and quality of life of breast cancer patients: exploring associations with gut microbiota in an observational and preliminary study.pdf",https://frontiersin.figshare.com/articles/dataset/Supplementary_file_1_Assessing_mental_health_cognitive_function_and_quality_of_life_of_breast_cancer_patients_exploring_associations_with_gut_microbiota_in_an_observational_and_preliminary_study_pdf/31776169,10.3389/fpsyg.2026.1437697.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,"From Loneliness to Depression: A Dual Moderated Mediation Model Based on Social Media, Search Behavior, and Survey Data",https://doi.org/10.7910/DVN/6XTPEE,10.7910/dvn/6xtpee,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Replication Data for: Neighborhood-level Social Capital and Depression,https://doi.org/10.7910/DVN/L0BO4S,10.7910/dvn/l0bo4s,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,<b>Depression–Anxiety Relationships with Internet Gaming Disorder among Health Sciences Students</b>,https://figshare.com/articles/dataset/_b_Depression_Anxiety_Relationships_with_Internet_Gaming_Disorder_among_Health_Sciences_Students_b_/31398081,10.6084/m9.figshare.31398081.v1,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
dataverse,Cohesion Crime and Depression,https://doi.org/10.7910/DVN/PQKGOL,10.7910/dvn/pqkgol,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_Effects of antenatal education on maternal anxiety and depression in pregnancy and postpartum period in Italy: modest and transient symptom reductions.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_Effects_of_antenatal_education_on_maternal_anxiety_and_depression_in_pregnancy_and_postpartum_period_in_Italy_modest_and_transient_symptom_reductions_docx/31324303,10.3389/fpsyg.2025.1724202.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 2_Effects of antenatal education on maternal anxiety and depression in pregnancy and postpartum period in Italy: modest and transient symptom reductions.docx,https://frontiersin.figshare.com/articles/dataset/Table_2_Effects_of_antenatal_education_on_maternal_anxiety_and_depression_in_pregnancy_and_postpartum_period_in_Italy_modest_and_transient_symptom_reductions_docx/31324306,10.3389/fpsyg.2025.1724202.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Supplementary file 1_Bifidobacterium supplementation maintains gut microbiota stability and enhances well-being during short-term travel.docx,https://frontiersin.figshare.com/articles/dataset/Supplementary_file_1_Bifidobacterium_supplementation_maintains_gut_microbiota_stability_and_enhances_well-being_during_short-term_travel_docx/31322422,10.3389/fnut.2026.1724829.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_The effect of bright light therapy on glycemic control and cortisol rhythmicity in depression: a randomized controlled trial.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_The_effect_of_bright_light_therapy_on_glycemic_control_and_cortisol_rhythmicity_in_depression_a_randomized_controlled_trial_docx/31312291,10.3389/fpsyt.2026.1743465.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_OPRM1 gene polymorphism linked to anxiety in cancer-related pain patients: an observational study.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_OPRM1_gene_polymorphism_linked_to_anxiety_in_cancer-related_pain_patients_an_observational_study_docx/31260670,10.3389/fpain.2026.1666510.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 1_OPRM1 gene polymorphism linked to anxiety in cancer-related pain patients: an observational study.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_OPRM1_gene_polymorphism_linked_to_anxiety_in_cancer-related_pain_patients_an_observational_study_pdf/31260652,10.3389/fpain.2026.1666510.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 2_OPRM1 gene polymorphism linked to anxiety in cancer-related pain patients: an observational study.docx,https://frontiersin.figshare.com/articles/dataset/Table_2_OPRM1_gene_polymorphism_linked_to_anxiety_in_cancer-related_pain_patients_an_observational_study_docx/31260595,10.3389/fpain.2026.1666510.s004,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 2_OPRM1 gene polymorphism linked to anxiety in cancer-related pain patients: an observational study.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_2_OPRM1_gene_polymorphism_linked_to_anxiety_in_cancer-related_pain_patients_an_observational_study_pdf/31260622,10.3389/fpain.2026.1666510.s003,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 3_OPRM1 gene polymorphism linked to anxiety in cancer-related pain patients: an observational study.docx,https://frontiersin.figshare.com/articles/dataset/Table_3_OPRM1_gene_polymorphism_linked_to_anxiety_in_cancer-related_pain_patients_an_observational_study_docx/31260574,10.3389/fpain.2026.1666510.s005,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Table 3_Associated factors of depression, anxiety, and suicide behavior among men in Switzerland: findings from the Swiss health survey 2022.docx",https://frontiersin.figshare.com/articles/dataset/Table_3_Associated_factors_of_depression_anxiety_and_suicide_behavior_among_men_in_Switzerland_findings_from_the_Swiss_health_survey_2022_docx/31247968,10.3389/fpsyg.2026.1725181.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Table 2_Associated factors of depression, anxiety, and suicide behavior among men in Switzerland: findings from the Swiss health survey 2022.docx",https://frontiersin.figshare.com/articles/dataset/Table_2_Associated_factors_of_depression_anxiety_and_suicide_behavior_among_men_in_Switzerland_findings_from_the_Swiss_health_survey_2022_docx/31247959,10.3389/fpsyg.2026.1725181.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Table 1_Associated factors of depression, anxiety, and suicide behavior among men in Switzerland: findings from the Swiss health survey 2022.docx",https://frontiersin.figshare.com/articles/dataset/Table_1_Associated_factors_of_depression_anxiety_and_suicide_behavior_among_men_in_Switzerland_findings_from_the_Swiss_health_survey_2022_docx/31247944,10.3389/fpsyg.2026.1725181.s003,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Table 1_An innovative predictive model for assessing tinnitus sound therapy outcomes: integrating audiological and psychometric variables.docx,https://frontiersin.figshare.com/articles/dataset/Table_1_An_innovative_predictive_model_for_assessing_tinnitus_sound_therapy_outcomes_integrating_audiological_and_psychometric_variables_docx/31219444,10.3389/fneur.2025.1727373.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 2_Association between preoperative anxiety and ciprofol requirements in women undergoing surgical abortion: a prospective observational study.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_2_Association_between_preoperative_anxiety_and_ciprofol_requirements_in_women_undergoing_surgical_abortion_a_prospective_observational_study_pdf/31210183,10.3389/fmed.2025.1706386.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,Data Sheet 1_Association between preoperative anxiety and ciprofol requirements in women undergoing surgical abortion: a prospective observational study.pdf,https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Association_between_preoperative_anxiety_and_ciprofol_requirements_in_women_undergoing_surgical_abortion_a_prospective_observational_study_pdf/31210180,10.3389/fmed.2025.1706386.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data Sheet 2_Validating the Swedish STOP-D: a brief tool for depression, anxiety, stress, anger and social support.pdf",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_2_Validating_the_Swedish_STOP-D_a_brief_tool_for_depression_anxiety_stress_anger_and_social_support_pdf/31204630,10.3389/fpsyg.2025.1649601.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Data Sheet 1_Validating the Swedish STOP-D: a brief tool for depression, anxiety, stress, anger and social support.pdf",https://frontiersin.figshare.com/articles/dataset/Data_Sheet_1_Validating_the_Swedish_STOP-D_a_brief_tool_for_depression_anxiety_stress_anger_and_social_support_pdf/31204627,10.3389/fpsyg.2025.1649601.s002,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
figshare,"Supplementary file 1_Mapping the network structure of anxiety, depression, and sleep symptoms in patients with polycystic ovary syndrome.docx",https://frontiersin.figshare.com/articles/dataset/Supplementary_file_1_Mapping_the_network_structure_of_anxiety_depression_and_sleep_symptoms_in_patients_with_polycystic_ovary_syndrome_docx/31199683,10.3389/fpsyt.2026.1738355.s001,no_usable_file,no resolvable .csv/.tsv/.xlsx on landing page,,,,,,,
