source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files
figshare,Regression analyses for the two models with the NEO-FFI.,https://plos.figshare.com/articles/dataset/Regression_analyses_for_the_two_models_with_the_NEO-FFI_/7019144,10.1371/journal.pone.0203115.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>NEO-FFI</b>', '<b><i>Model 1 &#946;</i></b>', '<b><i>Model 1 SE</i></b>', '<b><i>Model 2 &#946;</i></b>', '<b><i>Model 2 SE</i></b>', '<b><i>KAI &#946;</i>[<a href=""http://www.plosone.org/article/info:doi/10.1371/journal.pone.0203115#pone.0203115.re",,,,,Table 3.xls,0.0
figshare,The ratios of the CSI with the HEXACO-PI-R resulting from the HTMT method.,https://plos.figshare.com/articles/dataset/The_ratios_of_the_CSI_with_the_HEXACO-PI-R_resulting_from_the_HTMT_method_/7019141,10.1371/journal.pone.0203115.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Measures', '1', '2', '3', '4', '5', '6', '7']",,,,,Table 2.xls,0.0
figshare,The ratios of the CSI with the NEO-FFI resulting from the HTMT method.,https://plos.figshare.com/articles/dataset/The_ratios_of_the_CSI_with_the_NEO-FFI_resulting_from_the_HTMT_method_/7019138,10.1371/journal.pone.0203115.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Measure</b>', '1', '2', '3', '4', '5', '6']",,,,,Table 1.xls,0.0
figshare,Definition of the personality traits considered in this paper for the male and female freshmen students.,https://plos.figshare.com/articles/dataset/Definition_of_the_personality_traits_considered_in_this_paper_for_the_male_and_female_freshmen_students_/5725186,10.1371/journal.pone.0189873.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Personality trait</b>', '<b>Description</b>']",,,,,Table 2.xls,0.0
figshare,"Means and standard deviations for LPS, HEXACO-PI-IR and IRI subscales.",https://plos.figshare.com/articles/dataset/Means_and_standard_deviations_for_LPS_HEXACO-PI-IR_and_IRI_subscales_/4006914,10.1371/journal.pone.0164374.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Measure</b>', '<b>Subscale</b>', '<b>Condition</b>', 'Unnamed: 3']",,,,,Table 1.xls,0.0
figshare,Academic position and personality traits.,https://plos.figshare.com/articles/dataset/Academic_position_and_personality_traits_/3973275,10.1371/journal.pone.0163251.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', 'Unnamed: 1', '<b>Postgraduate PhD-fellows (n = 303)</b>', '<b>Postdoctorals, assistant & associate professors (n = 177)</b>', '<b>Full professors (n = 55)</b>', '<b>ANOVA</b>']",,,,,Table 4.xls,0.0
figshare,"Fit information of latent profile analysis (LPA), confirmatory factor analysis (CFA), and factor mixture modeling (FMM).",https://plos.figshare.com/articles/dataset/Fit_information_of_latent_profile_analysis_LPA_confirmatory_factor_analysis_CFA_and_factor_mixture_modeling_FMM_/3866307,10.1371/journal.pone.0161628.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b></b>.1', '<b></b>.2', '<b></b>.3', '<b></b>.4', '<b></b>.5', '<b>Percentage of Respondents in Each Profile</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', 'Unnamed: 11']",,,,,Table 1.xls,0.0
figshare,"Hierarchical Regression Analysis Predicting Work Avoidance with the NEO PI-R Domains (Step 1a), HPI Primary Scales (Step 1b), or HPI Occupational Scales (Step 1c) and the Drive:IPIP (Steps 2a, 2b, and 2c) in the Eugene-Springfield Community Sample.",https://plos.figshare.com/articles/dataset/Hierarchical_Regression_Analysis_Predicting_Work_Avoidance_with_the_NEO_PI-R_Domains_Step_1a_HPI_Primary_Scales_Step_1b_or_HPI_Occupational_Scales_Step_1c_and_the_Drive_IPIP_Steps_2a_2b_and_2c_in_the_Eugene-Springfield_Community_Sample_/3901857,10.1371/journal.pone.0157295.t012,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Step</b>', '<b>Model summary</b>', 'Unnamed: 2', 'Unnamed: 3']",,,,,Table 12.xls,0.0
figshare,Hierarchical Regression Analyses Predicting Criteria with the NEO PI-R Domains (Step 1) and the Drive:IPIP (Step 2) in the Eugene-Springfield Community Sample.,https://plos.figshare.com/articles/dataset/Hierarchical_Regression_Analyses_Predicting_Criteria_with_the_NEO_PI-R_Domains_Step_1_and_the_Drive_IPIP_Step_2_in_the_Eugene-Springfield_Community_Sample_/3901779,10.1371/journal.pone.0157295.t011,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Step</b>', '<b>Depression</b>', 'Unnamed: 2', 'Unnamed: 3', '<b>Exercise</b>', 'Unnamed: 5', 'Unnamed: 6', '<b>Healthy diet</b>', 'Unnamed: 8', 'Unnamed: 9', '<b>Substance use/smoking</b>', 'Unnamed: 11', 'Unnamed: 12']",,,,,Table 11.xls,0.0
figshare,"Descriptive Statistics and Bivariate Correlations of Criteria with Drive:IPIP, NEO PI-R Domains, and HPI Primary and Occupational Scales in the Eugene-Springfield Community Sample.",https://plos.figshare.com/articles/dataset/Descriptive_Statistics_and_Bivariate_Correlations_of_Criteria_with_Drive_IPIP_NEO_PI-R_Domains_and_HPI_Primary_and_Occupational_Scales_in_the_Eugene-Springfield_Community_Sample_/3901731,10.1371/journal.pone.0157295.t010,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variable</b>', '<b>Depression</b>', '<b>Exercise</b>', '<b>Healthy diet</b>', '<b>Substance use/smoking</b>', '<b>Work avoidance</b>']",,,,,Table 10.xls,0.0
figshare,Promax-Rotated Pattern Matrix for Drive:IPIP and NEO PI-R Facets in the Eugene-Springfield Community Sample.,https://plos.figshare.com/articles/dataset/Promax-Rotated_Pattern_Matrix_for_Drive_IPIP_and_NEO_PI-R_Facets_in_the_Eugene-Springfield_Community_Sample_/3901659,10.1371/journal.pone.0157295.t009,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Facet</b>', '<b>Factor loading</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6']",,,,,Table 9.xls,0.0
figshare,"Descriptive Statistics and Intercorrelations of Drive:IPIP, NEO PI-R Domains, and HPI Primary and Occupational Scales in the Eugene-Springfield Community Sample.",https://plos.figshare.com/articles/dataset/Descriptive_Statistics_and_Intercorrelations_of_Drive_IPIP_NEO_PI-R_Domains_and_HPI_Primary_and_Occupational_Scales_in_the_Eugene-Springfield_Community_Sample_/3901599,10.1371/journal.pone.0157295.t008,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Variable</b>', '<b>1</b>', '<b>2</b>', '<b>3</b>', '<b>4</b>', '<b>5</b>', '<b>6</b>', '<b>7</b>', '<b>8</b>', '<b>9</b>', '<b>10</b>', '<b>11</b>', '<b>12</b>', '<b>13</b>', '<b>14</b>', '<b>15</b>', '<b>16</b>', '<b>17</b>', '<b>18</b>', '<b>19</b",,,,,Table 8.xls,0.0
figshare,Pattern Matrix for Promax Three-Factor Solution Extracted from IPIP Facet Scales and Factor Correlation Matrix in the British Sample.,https://plos.figshare.com/articles/dataset/Pattern_Matrix_for_Promax_Three-Factor_Solution_Extracted_from_IPIP_Facet_Scales_and_Factor_Correlation_Matrix_in_the_British_Sample_/3901359,10.1371/journal.pone.0157295.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Facet</b>', '<b>Factor loading</b>', '<b></b>', '<b></b>.1']",,,,,Table 4.xls,0.0
figshare,Pattern Matrix for Promax Three-Factor Solution Extracted from IPIP Facet Scales and Factor Correlation Matrix in the Online Sample.,https://plos.figshare.com/articles/dataset/Pattern_Matrix_for_Promax_Three-Factor_Solution_Extracted_from_IPIP_Facet_Scales_and_Factor_Correlation_Matrix_in_the_Online_Sample_/3901308,10.1371/journal.pone.0157295.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Facet</b>', '<b>Factor loading</b>', '<b></b>', '<b></b>.1']",,,,,Table 3.xls,0.0
figshare,"Bivariate correlations among personality, stress, and depression.",https://plos.figshare.com/articles/dataset/Bivariate_correlations_among_personality_stress_and_depression_/4021449,10.1371/journal.pone.0154140.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b>Total (N = 3950)</b>', 'Unnamed: 1', 'Unnamed: 2', '<b>1</b>', '<b>2</b>', '<b>3</b>', '<b>4</b>', '<b>5</b>', '<b>6</b>', '<b>7</b>']",,,,,Table 2.xls,0.0
figshare,"Correlations between big five personality facets and chronotype, daydreaming frequency, mind wandering, and mindfulness.",https://plos.figshare.com/articles/dataset/Correlations_between_big_five_personality_facets_and_chronotype_daydreaming_frequency_mind_wandering_and_mindfulness_/3022225,10.1371/journal.pone.0149963.t011,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Chronotype (rMEQ)<sup><a href=""http://www.plosone.org/article/info:doi/10.1371/journal.pone.0149963#t011fn001"" target=""_blank"">&#8224;</a></sup></b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', '<b>Daydreaming Frequency<sup><a href=""http:/",,,,,Table 11.xls,0.0
figshare,"Correlations between the big five personality domains and daydreaming frequency, mind wandering, attention-related cognitive errors, and mindfulness.",https://plos.figshare.com/articles/dataset/Correlations_between_the_big_five_personality_domains_and_daydreaming_frequency_mind_wandering_attention_related_cognitive_errors_and_mindfulness_/3022144,10.1371/journal.pone.0149963.t010,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Daydreaming Frequency<sup><a href=""http://www.plosone.org/article/info:doi/10.1371/journal.pone.0149963#t010fn002"" target=""_blank"">&#8224;</a></sup></b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', '<b>Mind Wandering<sup><a href=""http://ww",,,,,Table 10.xls,0.0
figshare,Correlations between the big five personality domains and chronotype.,https://plos.figshare.com/articles/dataset/Correlations_between_the_big_five_personality_domains_and_chronotype_/3022072,10.1371/journal.pone.0149963.t009,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Chronotype (rMEQ)</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', '<b></b>.1']",,,,,Table 9.xls,0.0
figshare,"BFI-10 item retest coefficients, and alpha coefficients for test and retest sessions.",https://plos.figshare.com/articles/dataset/BFI_10_item_retest_coefficients_and_alpha_coefficients_for_test_and_retest_sessions_/3021928,10.1371/journal.pone.0149963.t007,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Study 1a</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', '<b>Study 2b</b>', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', '<b>Study 2c</b>', 'Unnamed: 10', 'Unnamed: 11', 'Unnamed: 12']",,,,,Table 7.xls,0.0
figshare,BFI-44 descriptive statistics.,https://plos.figshare.com/articles/dataset/BFI_44_descriptive_statistics_/3021781,10.1371/journal.pone.0149963.t005,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Mean (sd)</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', ""<b>Cronbach's alpha (mean inter-item correlation)</b>"", 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8', '<b>Test-retest coefficient<sup><a href=""http://www.plosone.org/article/info:doi/",,,,,Table 5.xls,0.0
figshare,"Inter-correlations for the BFI-44, BFI-10X, and BFI-10.",https://plos.figshare.com/articles/dataset/Inter_correlations_for_the_BFI_44_BFI_10X_and_BFI_10_/3021712,10.1371/journal.pone.0149963.t004,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b><b>BFI-44</b></b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b><b>BFI-10X</b></b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10', '<b><b>BFI-10</b></b>', 'Unnamed: 12', 'Unnamed: 13', 'Unnamed: 14', 'Unnamed: 1",,,,,Table 4.xls,0.0
figshare,"Principal components analysis with varimax rotation for BFI-10 Study 2d, and for all BFI-10 data combined.",https://plos.figshare.com/articles/dataset/Principal_components_analysis_with_varimax_rotation_for_BFI_10_Study_2d_and_for_all_BFI_10_data_combined_/3021661,10.1371/journal.pone.0149963.t003,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Study 2d (N = 268)</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', '<b>All BFI-10 studies combined (N = 1853)</b>', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Unnamed: 10']",,,,,Table 3.xls,0.0
figshare,Principal components analysis with varimax rotation for the combined BFI-44 data.,https://plos.figshare.com/articles/dataset/Principal_components_analysis_with_varimax_rotation_for_the_combined_BFI_44_data_/3021616,10.1371/journal.pone.0149963.t002,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>All BFI-44 studies combined (N = 798)</b>', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5']",,,,,Table 2.xls,0.0
figshare,"Auditory multi-stability: Idiosyncratic perceptual switching patterns, executive functions and personality traits",https://figshare.com/articles/dataset/Auditory_multi_stability_Idiosyncratic_perceptual_switching_patterns_executive_functions_and_personality_traits/2368711,10.6084/m9.figshare.2368711.v1,cc-by,human_assistance,Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['participant;gender;age;ER11;Extraversion;Agreeableness;Conscientiousness;EmotionalStability;Openness;Premeditation_lackof;Urgency;SensationSeeking;Perseverance_lackof;Nisroe;Stroop;Nback2;Nback3;FluencyCluster;FluencySwitch;m3dsX;m3dsY;m3dsZ'],,,,,dataCalculatedVariables.csv,7.0
figshare,"Table of correlations between Machiavellianism, Narcissism, Psychopathy, Composite Dark Triad, Lie Acceptability, Self-Deception and the four SDT-derived performance measures in the DeceIT task.",https://plos.figshare.com/articles/dataset/_Table_of_correlations_between_Machiavellianism_Narcissism_Psychopathy_Composite_Dark_Triad_Lie_Acceptability_Self_Deception_and_the_four_SDT_derived_performance_measures_in_the_DeceIT_task_/1452689,10.1371/journal.pone.0127315.t001,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['<b></b>', '<b>Machiavellianism</b>', '<b>Narcissism</b>', '<b>Psychopathy</b>', '<b>Lie Acceptability</b>', '<b>Self-Deception</b>']",,,,,Table_1.xls,0.0
