table,DOI__for_paper_,Reference_x,URL__for_data_,Derived_License,Description,BibTex
ruiz_parra_2023_iri_pt,10.1371/journal.pone.0274378,"Ruiz-Parra E, Manzano-García G, Mediavilla R, Rodríguez-Vega B, Lahera G, Moreno-Pérez AI, Torres-Cantero AM, Rodado-Martínez J, Bilbao A, González-Torres MÁ (2023). The Spanish version of the reflective functioning questionnaire: Validity data in the general population and individuals with personality disorders. PLOS ONE, 18(4), e0274378. https://doi.org/10.1371/journal.pone.0274378",https://doi.org/10.1371/journal.pone.0274378.s009,CC BY 4.0,"Interpersonal Reactivity Index, Perspective-Taking subscale, subsample of the Spanish RFQ validation study"," @article{Ruiz_Parra_2023, title={The Spanish version of the reflective functioning questionnaire: Validity data in the general population and individuals with personality disorders}, volume={18}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0274378}, DOI={10.1371/journal.pone.0274378}, number={4}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Ruiz-Parra, Eduardo and Manzano-García, Guadalupe and Mediavilla, Roberto and Rodríguez-Vega, Beatriz and Lahera, Guillermo and Moreno-Pérez, Ana I. and Torres-Cantero, Alberto M. and Rodado-Martínez, Juan and Bilbao, Amaia and González-Torres, Miguel Ángel}, editor={Müller, Sascha}, year={2023}, month=Apr, pages={e0274378} }
"
ruiz_parra_2023_tas20,10.1371/journal.pone.0274378,"Ruiz-Parra E, Manzano-García G, Mediavilla R, Rodríguez-Vega B, Lahera G, Moreno-Pérez AI, Torres-Cantero AM, Rodado-Martínez J, Bilbao A, González-Torres MÁ (2023). The Spanish version of the reflective functioning questionnaire: Validity data in the general population and individuals with personality disorders. PLOS ONE, 18(4), e0274378. https://doi.org/10.1371/journal.pone.0274378",https://doi.org/10.1371/journal.pone.0274378.s009,CC BY 4.0,"Toronto Alexithymia Scale (TAS-20), subsample of the Spanish RFQ validation study"," @article{Ruiz_Parra_2023, title={The Spanish version of the reflective functioning questionnaire: Validity data in the general population and individuals with personality disorders}, volume={18}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0274378}, DOI={10.1371/journal.pone.0274378}, number={4}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Ruiz-Parra, Eduardo and Manzano-García, Guadalupe and Mediavilla, Roberto and Rodríguez-Vega, Beatriz and Lahera, Guillermo and Moreno-Pérez, Ana I. and Torres-Cantero, Alberto M. and Rodado-Martínez, Juan and Bilbao, Amaia and González-Torres, Miguel Ángel}, editor={Müller, Sascha}, year={2023}, month=Apr, pages={e0274378} }
"
yin_2022_values_importance,10.1371/journal.pone.0275292,"Yin O, Parikka N, Ma A, Kreniske P, Mellins CA (2022). Persistent anxiety among high school students: Survey results from the second year of the COVID pandemic. PLOS ONE, 17(9), e0275292. https://doi.org/10.1371/journal.pone.0275292",https://doi.org/10.1371/journal.pone.0275292.s001,CC BY 4.0,13-item 'how important is X to you' values battery (1-5 scale) administered to US high school students during the second year of COVID-19," @article{Yin_2022, title={Persistent anxiety among high school students: Survey results from the second year of the COVID pandemic}, volume={17}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0275292}, DOI={10.1371/journal.pone.0275292}, number={9}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Yin, Olivia and Parikka, Nadia and Ma, Amy and Kreniske, Philip and Mellins, Claude A.}, editor={Reddy, Ravi Shankar Yerragonda}, year={2022}, month=Sept, pages={e0275292} }
"
yin_2022_gad7,10.1371/journal.pone.0275292,"Yin O, Parikka N, Ma A, Kreniske P, Mellins CA (2022). Persistent anxiety among high school students: Survey results from the second year of the COVID pandemic. PLOS ONE, 17(9), e0275292. https://doi.org/10.1371/journal.pone.0275292",https://doi.org/10.1371/journal.pone.0275292.s001,CC BY 4.0,GAD-7 anxiety scale (7 items) administered to US high school students during the second year of COVID-19," @article{Yin_2022, title={Persistent anxiety among high school students: Survey results from the second year of the COVID pandemic}, volume={17}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0275292}, DOI={10.1371/journal.pone.0275292}, number={9}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Yin, Olivia and Parikka, Nadia and Ma, Amy and Kreniske, Philip and Mellins, Claude A.}, editor={Reddy, Ravi Shankar Yerragonda}, year={2022}, month=Sept, pages={e0275292} }
"
odachi_2022_fear_covid19,10.1371/journal.pone.0276803,"Odachi R, Takahashi S, Sugawara D, Tabata M, Kajiwara T, Hironishi M, Buyo M (2022). The Big Five personality traits and the fear of COVID-19 in predicting depression and anxiety among Japanese nurses caring for COVID-19 patients: A cross-sectional study in Wakayama prefecture. PLOS ONE, 17(10), e0276803. https://doi.org/10.1371/journal.pone.0276803",https://doi.org/10.1371/journal.pone.0276803.s001,CC BY 4.0,"Fear of COVID-19 Scale (FCV-19S), Japanese nurses caring for COVID-19 patients"," @article{Odachi_2022, title={The Big Five personality traits and the fear of COVID-19 in predicting depression and anxiety among Japanese nurses caring for COVID-19 patients: A cross-sectional study in Wakayama prefecture}, volume={17}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0276803}, DOI={10.1371/journal.pone.0276803}, number={10}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Odachi, Ryo and Takahashi, Shun and Sugawara, Daichi and Tabata, Michiyo and Kajiwara, Tomomi and Hironishi, Masaya and Buyo, Momoko}, editor={Yunus, Fakir Md}, year={2022}, month=Oct, pages={e0276803} }
"
odachi_2022_hads,10.1371/journal.pone.0276803,"Odachi R, Takahashi S, Sugawara D, Tabata M, Kajiwara T, Hironishi M, Buyo M (2022). The Big Five personality traits and the fear of COVID-19 in predicting depression and anxiety among Japanese nurses caring for COVID-19 patients: A cross-sectional study in Wakayama prefecture. PLOS ONE, 17(10), e0276803. https://doi.org/10.1371/journal.pone.0276803",https://doi.org/10.1371/journal.pone.0276803.s001,CC BY 4.0,"Hospital Anxiety and Depression Scale (HADS), Japanese nurses caring for COVID-19 patients"," @article{Odachi_2022, title={The Big Five personality traits and the fear of COVID-19 in predicting depression and anxiety among Japanese nurses caring for COVID-19 patients: A cross-sectional study in Wakayama prefecture}, volume={17}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0276803}, DOI={10.1371/journal.pone.0276803}, number={10}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Odachi, Ryo and Takahashi, Shun and Sugawara, Daichi and Tabata, Michiyo and Kajiwara, Tomomi and Hironishi, Masaya and Buyo, Momoko}, editor={Yunus, Fakir Md}, year={2022}, month=Oct, pages={e0276803} }
"
odachi_2022_bfs,10.1371/journal.pone.0276803,"Odachi R, Takahashi S, Sugawara D, Tabata M, Kajiwara T, Hironishi M, Buyo M (2022). The Big Five personality traits and the fear of COVID-19 in predicting depression and anxiety among Japanese nurses caring for COVID-19 patients: A cross-sectional study in Wakayama prefecture. PLOS ONE, 17(10), e0276803. https://doi.org/10.1371/journal.pone.0276803",https://doi.org/10.1371/journal.pone.0276803.s001,CC BY 4.0,"Japanese Big Five Scale (60 items), Japanese nurses caring for COVID-19 patients"," @article{Odachi_2022, title={The Big Five personality traits and the fear of COVID-19 in predicting depression and anxiety among Japanese nurses caring for COVID-19 patients: A cross-sectional study in Wakayama prefecture}, volume={17}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0276803}, DOI={10.1371/journal.pone.0276803}, number={10}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Odachi, Ryo and Takahashi, Shun and Sugawara, Daichi and Tabata, Michiyo and Kajiwara, Tomomi and Hironishi, Masaya and Buyo, Momoko}, editor={Yunus, Fakir Md}, year={2022}, month=Oct, pages={e0276803} }
"
rashid_2022_mbi,10.1371/journal.pone.0277875,"Rashid F, Erfan Uddin RAM, Mehedi HMH, Dhar S, Bhuiyan NH, Sattar MA, Chowdhury S (2022). Burnout syndrome among frontline doctors of secondary and tertiary care hospitals of Bangladesh during COVID-19 pandemic. PLOS ONE, 17(11), e0277875. https://doi.org/10.1371/journal.pone.0277875",https://doi.org/10.1371/journal.pone.0277875.s003,CC BY 4.0,Maslach Burnout Inventory (22 items) administered to frontline doctors in Bangladesh during COVID-19," @article{Rashid_2022, title={Burnout syndrome among frontline doctors of secondary and tertiary care hospitals of Bangladesh during COVID-19 pandemic}, volume={17}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0277875}, DOI={10.1371/journal.pone.0277875}, number={11}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Rashid, Fahmida and Erfan Uddin, Rabiul Alam Md. and Mehedi, H. M. Hamidullah and Dhar, Satyajit and Bhuiyan, Nur Hossain and Sattar, Md. Abdus and Chowdhury, Shahanara}, editor={Aslam, Muhammad Shahzad}, year={2022}, month=Nov, pages={e0277875} }
"
romadlon_2022_facit,10.1371/journal.pone.0278165,"Romadlon DS, Huang HC, Chen YC, Hu SH, Hasan F, Chiang Morales MD, et al. (2022). Fatigue following type 2 diabetes: Psychometric testing of the Indonesian version of the multidimensional fatigue Inventory-20 and unmet fatigue-related needs. PLOS ONE, 17(12), e0278165. https://doi.org/10.1371/journal.pone.0278165",https://doi.org/10.1371/journal.pone.0278165.s004,CC BY 4.0,"FACIT-Fatigue (13 items), type 2 diabetes patients, N=200"," @article{Romadlon_2022, title={Fatigue following type 2 diabetes: Psychometric testing of the Indonesian version of the multidimensional fatigue Inventory-20 and unmet fatigue-related needs}, volume={17}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0278165}, DOI={10.1371/journal.pone.0278165}, number={11}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Romadlon, Debby Syahru and Huang, Hui-Chuan and Chen, Yang-Ching and Hu, Sophia H. and Hasan, Faizul and Chiang Morales, Milton D. and Dwi Marta, Ollyvia Freeska and Al Baqi, Safiruddin and Chiu, Hsiao-Yean}, editor={Grubić Kezele, Tanja}, year={2022}, month=Nov, pages={e0278165} }
"
romadlon_2022_bdi,10.1371/journal.pone.0278165,"Romadlon DS, Huang HC, Chen YC, Hu SH, Hasan F, Chiang Morales MD, et al. (2022). Fatigue following type 2 diabetes: Psychometric testing of the Indonesian version of the multidimensional fatigue Inventory-20 and unmet fatigue-related needs. PLOS ONE, 17(12), e0278165. https://doi.org/10.1371/journal.pone.0278165",https://doi.org/10.1371/journal.pone.0278165.s004,CC BY 4.0,"Beck Depression Inventory (21 items), type 2 diabetes patients, N=200"," @article{Romadlon_2022, title={Fatigue following type 2 diabetes: Psychometric testing of the Indonesian version of the multidimensional fatigue Inventory-20 and unmet fatigue-related needs}, volume={17}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0278165}, DOI={10.1371/journal.pone.0278165}, number={11}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Romadlon, Debby Syahru and Huang, Hui-Chuan and Chen, Yang-Ching and Hu, Sophia H. and Hasan, Faizul and Chiang Morales, Milton D. and Dwi Marta, Ollyvia Freeska and Al Baqi, Safiruddin and Chiu, Hsiao-Yean}, editor={Grubić Kezele, Tanja}, year={2022}, month=Nov, pages={e0278165} }
"
romadlon_2022_mfi20,10.1371/journal.pone.0278165,"Romadlon DS, Huang HC, Chen YC, Hu SH, Hasan F, Chiang Morales MD, et al. (2022). Fatigue following type 2 diabetes: Psychometric testing of the Indonesian version of the multidimensional fatigue Inventory-20 and unmet fatigue-related needs. PLOS ONE, 17(12), e0278165. https://doi.org/10.1371/journal.pone.0278165",https://doi.org/10.1371/journal.pone.0278165.s004,CC BY 4.0,"Multidimensional Fatigue Inventory-20 (MFI-20, the paper's focal instrument, Indonesian validation), type 2 diabetes patients, N=200"," @article{Romadlon_2022, title={Fatigue following type 2 diabetes: Psychometric testing of the Indonesian version of the multidimensional fatigue Inventory-20 and unmet fatigue-related needs}, volume={17}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0278165}, DOI={10.1371/journal.pone.0278165}, number={11}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Romadlon, Debby Syahru and Huang, Hui-Chuan and Chen, Yang-Ching and Hu, Sophia H. and Hasan, Faizul and Chiang Morales, Milton D. and Dwi Marta, Ollyvia Freeska and Al Baqi, Safiruddin and Chiu, Hsiao-Yean}, editor={Grubić Kezele, Tanja}, year={2022}, month=Nov, pages={e0278165} }
"
kim_2023_gad7,10.1371/journal.pone.0278921,"Kim H, An Y, Hwang WJ (2023). Gender differences in dry eye disease symptoms associated with psychological health indicators among adults using mobile mental health apps. PLOS ONE, 18(1), e0278921. https://doi.org/10.1371/journal.pone.0278921",https://doi.org/10.1371/journal.pone.0278921.s001,CC BY 4.0,"GAD-7 (7 items), Korean adults using mobile mental health apps, N=202"," @article{Kim_2023, title={Gender differences in dry eye disease symptoms associated with psychological health indicators among adults using mobile mental health apps}, volume={18}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0278921}, DOI={10.1371/journal.pone.0278921}, number={1}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Kim, Hyojin and An, Youngju and Hwang, Won Ju}, editor={Suzuki, Keisuke}, year={2023}, month=Jan, pages={e0278921} }
"
kim_2023_pss10,10.1371/journal.pone.0278921,"Kim H, An Y, Hwang WJ (2023). Gender differences in dry eye disease symptoms associated with psychological health indicators among adults using mobile mental health apps. PLOS ONE, 18(1), e0278921. https://doi.org/10.1371/journal.pone.0278921",https://doi.org/10.1371/journal.pone.0278921.s001,CC BY 4.0,"Perceived Stress Scale-10 (10 items), Korean adults using mobile mental health apps, N=202"," @article{Kim_2023, title={Gender differences in dry eye disease symptoms associated with psychological health indicators among adults using mobile mental health apps}, volume={18}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0278921}, DOI={10.1371/journal.pone.0278921}, number={1}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Kim, Hyojin and An, Youngju and Hwang, Won Ju}, editor={Suzuki, Keisuke}, year={2023}, month=Jan, pages={e0278921} }
"
kim_2023_phq9,10.1371/journal.pone.0278921,"Kim H, An Y, Hwang WJ (2023). Gender differences in dry eye disease symptoms associated with psychological health indicators among adults using mobile mental health apps. PLOS ONE, 18(1), e0278921. https://doi.org/10.1371/journal.pone.0278921",https://doi.org/10.1371/journal.pone.0278921.s001,CC BY 4.0,"PHQ-9 (9 items), Korean adults using mobile mental health apps, N=202"," @article{Kim_2023, title={Gender differences in dry eye disease symptoms associated with psychological health indicators among adults using mobile mental health apps}, volume={18}, ISSN={1932-6203}, url={http://dx.doi.org/10.1371/journal.pone.0278921}, DOI={10.1371/journal.pone.0278921}, number={1}, journal={PLOS ONE}, publisher={Public Library of Science (PLoS)}, author={Kim, Hyojin and An, Youngju and Hwang, Won Ju}, editor={Suzuki, Keisuke}, year={2023}, month=Jan, pages={e0278921} }
"
